transfer_id,player_id,transfer_date,transfer_season,from_club_id,to_club_id,transfer_fee,market_value_in_eur
38399,87162,2020-01-29,19/20,200,129,100.000.000,700.000.000
38400,88721,2020-01-29,19/20,82,39,0,4.000.000.000
38401,111961,2020-01-29,19/20,5,368,0,30.000.000.000
38402,129513,2020-01-29,19/20,39,2832,0,2.000.000.000
38403,172202,2020-01-29,19/20,1269,499,0,800.000.000
38404,178219,2020-01-29,19/20,1268,132,0,500.000.000
38405,184816,2020-01-29,19/20,1075,683,0,3.000.000.000
38406,210178,2020-01-29,19/20,614,11,0,1.800.000.000
38407,223058,2020-01-29,19/20,7567,1008,0,450.000.000
38408,240306,2020-01-29,19/20,336,985,65.000.000.000,60.000.000.000
38409,283628,2020-01-29,19/20,62,379,0,10.000.000.000
38410,284165,2020-01-29,19/20,383,148,30.000.000.000,35.000.000.000
38411,294817,2020-01-29,19/20,614,68403,0,100.000.000
38412,295780,2020-01-29,19/20,683,4603,0,750.000.000
38413,297583,2020-01-29,19/20,60,28,0,2.000.000.000
38414,303657,2020-01-29,19/20,252,46,0,15.000.000.000
38415,306166,2020-01-29,19/20,667,703,2.000.000.000,3.500.000.000
38416,331498,2020-01-29,19/20,162,5358,0,2.000.000.000
38417,337670,2020-01-29,19/20,130,1035,0,2.400.000.000
38418,337715,2020-01-29,19/20,669,12,0,2.500.000.000
38419,339816,2020-01-29,19/20,11000,1084,0,500.000.000
38420,341051,2020-01-29,19/20,148,180,0,10.000.000.000
38421,346546,2020-01-29,19/20,255,162,7.000.000.000,5.000.000.000
38422,367468,2020-01-29,19/20,10330,979,0,1.500.000.000
38423,377641,2020-01-29,19/20,2420,2425,0,800.000.000
38424,405692,2020-01-29,19/20,5369,851,,
38425,413112,2020-01-29,19/20,40,162,18.000.000.000,14.000.000.000
38426,464259,2020-01-29,19/20,2696,232,0,4.500.000.000
38427,536156,2020-01-29,19/20,237,13241,0,300.000.000
38428,537599,2020-01-29,19/20,15037,5677,0,
38429,564451,2020-01-29,19/20,35,409,0,750.000.000
38430,569598,2020-01-29,19/20,667,162,15.000.000.000,6.000.000.000
38431,581781,2020-01-29,19/20,2969,24226,0,4.500.000.000
38432,597153,2020-01-29,19/20,19926,18690,0,
38433,652537,2020-01-29,19/20,38898,6502,585.000.000,650.000.000
38434,44726,2020-01-28,19/20,173,5817,0,400.000.000
38435,58965,2020-01-28,19/20,515,2457,,900.000.000
38436,69633,2020-01-28,19/20,148,46,27.000.000.000,90.000.000.000
38437,114113,2020-01-28,19/20,2844,40058,0,1.000.000.000
38438,131790,2020-01-28,19/20,12378,44006,,75.000.000
38439,142924,2020-01-28,19/20,29228,157,300.000.000,900.000.000
38440,161202,2020-01-28,19/20,3706,21957,0,100.000.000
38441,165895,2020-01-28,19/20,46,6195,0,28.000.000.000
38442,194005,2020-01-28,19/20,22177,144,0,750.000.000
38443,228885,2020-01-28,19/20,161,265,0,2.000.000.000
38444,263546,2020-01-28,19/20,6890,6646,0,1.200.000.000
38445,272261,2020-01-28,19/20,410,1005,0,10.000.000.000
38446,274340,2020-01-28,19/20,32129,786,0,250.000.000
38447,287579,2020-01-28,19/20,2282,276,3.650.000.000,10.000.000.000
38448,290801,2020-01-28,19/20,2451,2578,,200.000.000
38449,295780,2020-01-28,19/20,169,683,0,750.000.000
38450,314378,2020-01-28,19/20,39341,352,0,100.000.000
38451,331498,2020-01-28,19/20,520,162,0,2.000.000.000
38452,337670,2020-01-28,19/20,408,130,0,2.400.000.000
38453,353948,2020-01-28,19/20,44,1041,0,20.000.000.000
38454,365108,2020-01-28,19/20,417,527,0,1.000.000.000
38455,376110,2020-01-28,19/20,6808,144,0,150.000.000
38456,387110,2020-01-28,19/20,697,62,0,900.000.000
38457,396516,2020-01-28,19/20,410,1416,0,1.000.000.000
38458,407491,2020-01-28,19/20,2300,32017,0,450.000.000
38459,482838,2020-01-28,19/20,365,2778,,250.000.000
38460,484389,2020-01-28,19/20,9253,3820,0,
38461,521872,2020-01-28,19/20,59009,28082,0,75.000.000
38462,536156,2020-01-28,19/20,14707,237,0,300.000.000
38463,536475,2020-01-28,19/20,583,3057,0,
38464,539810,2020-01-28,19/20,5506,49567,90.000.000,
38465,86097,2020-01-27,19/20,2698,3733,0,600.000.000
38466,91851,2020-01-27,19/20,173,27221,1.350.000.000,800.000.000
38467,93730,2020-01-27,19/20,1420,10868,0,500.000.000
38468,182891,2020-01-27,19/20,58,1184,0,3.500.000.000
38469,198638,2020-01-27,19/20,13222,21550,0,300.000.000
38470,237436,2020-01-27,19/20,173,5724,,400.000.000
38471,253819,2020-01-27,19/20,10157,10482,0,900.000.000
38472,287579,2020-01-27,19/20,276,2282,0,10.000.000.000
38473,320701,2020-01-27,19/20,10044,170,90.000.000,350.000.000
38474,346903,2020-01-27,19/20,10331,2790,,50.000.000
38475,353948,2020-01-27,19/20,1041,44,25.000.000.000,20.000.000.000
38476,357780,2020-01-27,19/20,18894,1096,150.000.000,100.000.000
38477,360451,2020-01-27,19/20,61456,3243,0,175.000.000
38478,365108,2020-01-27,19/20,527,417,,1.000.000.000
38479,379842,2020-01-27,19/20,1083,515,,300.000.000
38480,404847,2020-01-27,19/20,515,2477,,50.000.000
38481,407491,2020-01-27,19/20,21550,2300,0,450.000.000
38482,428016,2020-01-27,19/20,9254,1063,0,
38483,444209,2020-01-27,19/20,9043,1270,0,75.000.000
38484,454574,2020-01-27,19/20,365,465,0,75.000.000
38485,454576,2020-01-27,19/20,1443,234,4.000.000.000,1.000.000.000
38486,475188,2020-01-27,19/20,39341,1181,0,
38487,574772,2020-01-27,19/20,15002,614,,
38488,614424,2020-01-27,19/20,12373,4646,0,
38489,646153,2020-01-27,19/20,739,4040,75.000.000,
38490,687800,2020-01-27,19/20,61564,48188,0,
38491,187860,2020-01-25,19/20,2457,2832,0,700.000.000
38492,251896,2020-01-25,19/20,418,16795,0,10.000.000.000
38493,293385,2020-01-25,19/20,419,23826,34.200.000.000,35.000.000.000
38494,300538,2020-01-25,19/20,5546,121,3.500.000.000,5.500.000.000
38495,525602,2020-01-25,19/20,2464,41101,8.200.000.000,300.000.000
38496,564305,2020-01-25,19/20,12130,416,,150.000.000
38497,117793,2020-01-24,19/20,2963,43,195.000.000,500.000.000
38498,132207,2020-01-24,19/20,2578,370,89.000.000,375.000.000
38499,186186,2020-01-24,19/20,603,931,8.900.000.000,10.000.000.000
38500,186368,2020-01-24,19/20,46,762,0,19.000.000.000
38501,201248,2020-01-24,19/20,498,10484,,500.000.000
38502,247377,2020-01-24,19/20,416,2722,0,5.000.000.000
38503,251896,2020-01-24,19/20,543,418,0,10.000.000.000
38504,258879,2020-01-24,19/20,985,1078,0,1.000.000.000
38505,263546,2020-01-24,19/20,126,6890,0,1.200.000.000
38506,273455,2020-01-24,19/20,28488,45176,0,150.000.000
38507,361504,2020-01-24,19/20,20116,11972,0,500.000.000
38508,368631,2020-01-24,19/20,282,540,0,150.000.000
38509,375659,2020-01-24,19/20,23611,18105,0,200.000.000
38510,403568,2020-01-24,19/20,3026,9043,0,50.000.000
38511,406556,2020-01-24,19/20,39336,3537,0,
38512,443995,2020-01-24,19/20,50740,3840,0,
38513,447066,2020-01-24,19/20,2759,9043,0,100.000.000
38514,459658,2020-01-24,19/20,2721,252,0,175.000.000
38515,464195,2020-01-24,19/20,850,321,400.000.000,500.000.000
38516,484215,2020-01-24,19/20,349,43,0,250.000.000
38517,498899,2020-01-24,19/20,2740,48726,0,200.000.000
38518,547528,2020-01-24,19/20,73273,63130,0,100.000.000
38519,567023,2020-01-24,19/20,2700,28095,40.000.000,300.000.000
38520,577844,2020-01-24,19/20,31565,515,,100.000.000
38521,617019,2020-01-24,19/20,28992,5196,0,
38522,623570,2020-01-24,19/20,8824,4282,0,
38523,698560,2020-01-24,19/20,28596,5545,65.000.000,50.000.000
38524,808907,2020-01-24,19/20,42123,43806,0,
38525,59866,2020-01-23,19/20,631,46,0,8.500.000.000
38526,111347,2020-01-23,19/20,6195,1038,0,5.000.000.000
38527,179860,2020-01-23,19/20,540,336,6.000.000.000,2.500.000.000
38528,186186,2020-01-23,19/20,931,603,0,10.000.000.000
38529,200616,2020-01-23,19/20,29831,40843,0,400.000.000
38530,204201,2020-01-23,19/20,141,3205,0,650.000.000
38531,288318,2020-01-23,19/20,367,714,10.000.000.000,4.000.000.000
38532,314137,2020-01-23,19/20,371,1184,0,750.000.000
38533,333098,2020-01-23,19/20,441,653,0,350.000.000
38534,361504,2020-01-23,19/20,29095,20116,0,500.000.000
38535,362086,2020-01-23,19/20,4032,367,600.000.000,700.000.000
38536,378174,2020-01-23,19/20,3705,46854,0,50.000.000
38537,384060,2020-01-23,19/20,1041,738,0,4.000.000.000
38538,388382,2020-01-23,19/20,260,81,0,500.000.000
38539,404844,2020-01-23,19/20,12372,61761,0,100.000.000
38540,523240,2020-01-23,19/20,1837,21957,0,250.000.000
38541,566025,2020-01-23,19/20,15917,23387,0,25.000.000
38542,572051,2020-01-23,19/20,15644,443,,
38543,588114,2020-01-23,19/20,25817,10140,,150.000.000
38544,1264192,2020-01-23,19/20,97800,43434,0,
38545,59866,2020-01-22,19/20,36,631,0,8.500.000.000
38546,88909,2020-01-22,19/20,252,1005,0,3.000.000.000
38547,159718,2020-01-22,19/20,238,2698,500.000.000,1.250.000.000
38548,182573,2020-01-22,19/20,234,265,0,2.500.000.000
38549,197929,2020-01-22,19/20,749,5587,0,450.000.000
38550,217863,2020-01-22,19/20,2300,2293,100.000.000,600.000.000
38551,276002,2020-01-22,19/20,42,235,0,900.000.000
38552,277777,2020-01-22,19/20,660,16239,,800.000.000
38553,280730,2020-01-22,19/20,418,27,0,20.000.000.000
38554,309393,2020-01-22,19/20,1304,800,4.600.000.000,2.000.000.000
38555,336012,2020-01-22,19/20,8817,28,0,500.000.000
38556,348039,2020-01-22,19/20,17584,25553,,150.000.000
38557,351071,2020-01-22,19/20,1462,8519,0,
38558,364239,2020-01-22,19/20,129,1160,1.250.000.000,3.500.000.000
38559,369424,2020-01-22,19/20,903,2759,,500.000.000
38560,384060,2020-01-22,19/20,738,1041,12.000.000.000,4.000.000.000
38561,404383,2020-01-22,19/20,67909,404,0,550.000.000
38562,416704,2020-01-22,19/20,40280,2698,300.000.000,450.000.000
38563,420064,2020-01-22,19/20,13,210,0,1.500.000.000
38564,443338,2020-01-22,19/20,1693,1134,0,350.000.000
38565,448783,2020-01-22,19/20,2477,515,,100.000.000
38566,449496,2020-01-22,19/20,366,2296,0,600.000.000
38567,461701,2020-01-22,19/20,2410,11122,0,350.000.000
38568,470788,2020-01-22,19/20,159,4657,0,100.000.000
38569,521872,2020-01-22,19/20,27116,59009,0,75.000.000
38570,568617,2020-01-22,19/20,11008,5618,0,
38571,596821,2020-01-22,19/20,6591,6945,300.000.000,250.000.000
38572,45601,2020-01-21,19/20,2817,42,0,400.000.000
38573,128909,2020-01-21,19/20,703,350,,2.500.000.000
38574,169568,2020-01-21,19/20,34888,1098,0,50.000.000
38575,203854,2020-01-21,19/20,660,126,0,700.000.000
38576,213429,2020-01-21,19/20,443,22810,0,200.000.000
38577,244260,2020-01-21,19/20,12573,1241,0,100.000.000
38578,245537,2020-01-21,19/20,33,762,0,5.000.000.000
38579,282169,2020-01-21,19/20,851,2589,0,125.000.000
38580,296366,2020-01-21,19/20,2477,16239,300.000.000,300.000.000
38581,357770,2020-01-21,19/20,419,6808,0,500.000.000
38582,358008,2020-01-21,19/20,6195,2239,0,800.000.000
38583,381968,2020-01-21,19/20,3057,384,0,400.000.000
38584,392516,2020-01-21,19/20,1005,49939,0,200.000.000
38585,392717,2020-01-21,19/20,89,520,0,100.000.000
38586,394346,2020-01-21,19/20,1025,862,0,4.200.000.000
38587,404383,2020-01-21,19/20,1455,67909,0,550.000.000
38588,421873,2020-01-21,19/20,14845,20116,,100.000.000
38589,438310,2020-01-21,19/20,10695,17959,0,50.000.000
38590,532858,2020-01-21,19/20,4083,22275,0,150.000.000
38591,568617,2020-01-21,19/20,8525,11008,0,
38592,579401,2020-01-21,19/20,16656,7319,0,
38593,607093,2020-01-21,19/20,15882,2863,0,
38594,670144,2020-01-21,19/20,72701,52910,0,100.000.000
38595,746891,2020-01-21,19/20,88485,49576,116.000.000,
38596,102423,2020-01-20,19/20,3709,714,9.000.000.000,10.000.000.000
38597,167556,2020-01-20,19/20,660,2740,0,450.000.000
38598,182201,2020-01-20,19/20,1184,405,10.500.000.000,12.000.000.000
38599,186704,2020-01-20,19/20,2288,200,0,2.000.000.000
38600,190185,2020-01-20,19/20,432,2995,,500.000.000
38601,196524,2020-01-20,19/20,252,589,0,1.200.000.000
38602,213429,2020-01-20,19/20,55417,443,0,200.000.000
38603,244260,2020-01-20,19/20,3001,12573,0,100.000.000
38604,251345,2020-01-20,19/20,80,403,0,300.000.000
38605,257732,2020-01-20,19/20,276,6195,14.200.000.000,6.000.000.000
38606,257732,2020-01-20,19/20,6195,276,0,6.000.000.000
38607,271773,2020-01-20,19/20,496,3426,0,500.000.000
38608,308278,2020-01-20,19/20,1532,2464,2.000.000.000,900.000.000
38609,315254,2020-01-20,19/20,67909,4054,0,75.000.000
38610,347253,2020-01-20,19/20,41101,2919,0,400.000.000
38611,376675,2020-01-20,19/20,1435,235,100.000.000,400.000.000
38612,380919,2020-01-20,19/20,601,447,0,800.000.000
38613,381968,2020-01-20,19/20,520,3057,0,400.000.000
38614,392717,2020-01-20,19/20,25,89,0,100.000.000
38615,394346,2020-01-20,19/20,862,1025,1.100.000.000,4.200.000.000
38616,403290,2020-01-20,19/20,18894,24575,0,50.000.000
38617,409093,2020-01-20,19/20,25347,12563,0,400.000.000
38618,456292,2020-01-20,19/20,1063,1148,0,200.000.000
38619,522260,2020-01-20,19/20,683,33627,0,300.000.000
38620,627226,2020-01-20,19/20,614,418,30.000.000.000,25.000.000.000
38621,653266,2020-01-20,19/20,14831,7097,0,100.000.000
38622,656409,2020-01-20,19/20,19309,8793,900.000.000,700.000.000
38623,678991,2020-01-20,19/20,55974,978,,50.000.000
38624,686059,2020-01-20,19/20,2705,61456,0,150.000.000
38625,689634,2020-01-20,19/20,2871,2414,0,
38626,728200,2020-01-20,19/20,25358,13341,0,
38627,289216,2020-01-19,19/20,2503,7119,0,350.000.000
38628,758845,2020-01-19,19/20,99617,29109,0,
38629,240408,2020-01-18,19/20,76,127,400.000.000,500.000.000
38630,241420,2020-01-18,19/20,1426,918,,400.000.000
38631,339332,2020-01-18,19/20,610,317,0,3.000.000.000
38632,340524,2020-01-18,19/20,67909,126,0,1.000.000.000
38633,396563,2020-01-18,19/20,6591,3028,0,
38634,466452,2020-01-18,19/20,599,11194,0,300.000.000
38635,537127,2020-01-18,19/20,1160,3558,0,300.000.000
38636,737982,2020-01-18,19/20,30969,17959,0,
38637,14086,2020-01-17,19/20,985,46,1.700.000.000,4.000.000.000
38638,73794,2020-01-17,19/20,1038,800,12.000.000.000,45.000.000.000
38639,85352,2020-01-17,19/20,82,89,0,3.500.000.000
38640,88374,2020-01-17,19/20,10484,589,0,400.000.000
38641,129586,2020-01-17,19/20,995,172,,500.000.000
38642,193867,2020-01-17,19/20,276,749,0,1.400.000.000
38643,198005,2020-01-17,19/20,2477,515,,200.000.000
38644,198516,2020-01-17,19/20,1198,1110,,250.000.000
38645,199470,2020-01-17,19/20,20,11688,0,25.000.000
38646,227352,2020-01-17,19/20,404,235,0,400.000.000
38647,273455,2020-01-17,19/20,679,28488,0,150.000.000
38648,300137,2020-01-17,19/20,398,54498,0,150.000.000
38649,340524,2020-01-17,19/20,449,67909,0,1.000.000.000
38650,342472,2020-01-17,19/20,252,903,0,1.000.000.000
38651,371996,2020-01-17,19/20,330,8793,3.000.000.000,1.800.000.000
38652,387928,2020-01-17,19/20,1465,60551,5.000.000,350.000.000
38653,388359,2020-01-17,19/20,515,3207,,50.000.000
38654,416479,2020-01-17,19/20,683,3268,0,200.000.000
38655,440658,2020-01-17,19/20,1023,8793,6.000.000.000,2.000.000.000
38656,448883,2020-01-17,19/20,43162,4000,0,225.000.000
38657,450173,2020-01-17,19/20,10789,6764,0,500.000.000
38658,455181,2020-01-17,19/20,418,367,0,2.500.000.000
38659,462141,2020-01-17,19/20,2441,553,0,150.000.000
38660,468256,2020-01-17,19/20,16655,27323,0,50.000.000
38661,472249,2020-01-17,19/20,1461,3,,250.000.000
38662,500972,2020-01-17,19/20,515,39797,,
38663,504581,2020-01-17,19/20,3054,543,0,
38664,638666,2020-01-17,19/20,6939,8140,0,
38665,711517,2020-01-17,19/20,16985,2440,,
38666,951211,2020-01-17,19/20,27350,59803,,
38667,954159,2020-01-17,19/20,43434,49862,0,
38668,56490,2020-01-16,19/20,7775,12388,0,200.000.000
38669,73794,2020-01-16,19/20,800,1038,0,45.000.000.000
38670,151213,2020-01-16,19/20,2578,511,0,275.000.000
38671,152651,2020-01-16,19/20,1110,931,0,12.000.000.000
38672,292139,2020-01-16,19/20,698,1072,0,150.000.000
38673,300137,2020-01-16,19/20,4097,398,0,150.000.000
38674,341272,2020-01-16,19/20,368,237,0,5.000.000.000
38675,342472,2020-01-16,19/20,520,252,0,1.000.000.000
38676,354909,2020-01-16,19/20,252,9826,0,50.000.000
38677,399553,2020-01-16,19/20,1175,21688,0,400.000.000
38678,416479,2020-01-16,19/20,7661,683,,200.000.000
38679,433049,2020-01-16,19/20,1244,368,20.000.000.000,12.000.000.000
38680,454863,2020-01-16,19/20,862,252,0,400.000.000
38681,455181,2020-01-16,19/20,366,418,0,2.500.000.000
38682,462141,2020-01-16,19/20,60949,2441,0,150.000.000
38683,470596,2020-01-16,19/20,9254,54704,,
38684,479589,2020-01-16,19/20,170,7,2.000.000.000,1.000.000.000
38685,511622,2020-01-16,19/20,1181,1042,0,
38686,525438,2020-01-16,19/20,54585,34750,0,50.000.000
38687,559794,2020-01-16,19/20,148,1039,0,6.000.000.000
38688,576022,2020-01-16,19/20,10690,48332,0,175.000.000
38689,616460,2020-01-16,19/20,11282,7088,0,50.000.000
38690,651569,2020-01-16,19/20,18127,17489,,100.000.000
38691,30290,2020-01-15,19/20,234,51828,,2.000.000.000
38692,51321,2020-01-15,19/20,641,379,4.700.000.000,4.500.000.000
38693,96089,2020-01-15,19/20,4785,60529,0,1.200.000.000
38694,184440,2020-01-15,19/20,11282,20,0,650.000.000
38695,192735,2020-01-15,19/20,940,6195,23.000.000.000,20.000.000.000
38696,203510,2020-01-15,19/20,10695,3729,0,1.000.000.000
38697,221133,2020-01-15,19/20,2293,12374,0,100.000.000
38698,226025,2020-01-15,19/20,6574,20519,0,3.000.000.000
38699,227039,2020-01-15,19/20,16704,1247,0,2.500.000.000
38700,230361,2020-01-15,19/20,2692,17647,0,50.000.000
38701,242040,2020-01-15,19/20,33966,5689,300.000.000,500.000.000
38702,245048,2020-01-15,19/20,1244,11000,0,2.000.000.000
38703,251485,2020-01-15,19/20,6699,2759,,150.000.000
38704,265324,2020-01-15,19/20,23738,3641,0,
38705,282144,2020-01-15,19/20,409,82,9.000.000.000,6.000.000.000
38706,294814,2020-01-15,19/20,409,157,4.000.000.000,2.000.000.000
38707,337800,2020-01-15,19/20,294,148,0,15.000.000.000
38708,345759,2020-01-15,19/20,12573,2760,,400.000.000
38709,354909,2020-01-15,19/20,9439,252,0,50.000.000
38710,368468,2020-01-15,19/20,10010,6600,0,950.000.000
38711,382535,2020-01-15,19/20,3609,3725,220.000.000,650.000.000
38712,391497,2020-01-15,19/20,365,540,300.000.000,300.000.000
38713,404839,2020-01-15,19/20,418,2497,0,3.000.000.000
38714,476165,2020-01-15,19/20,4772,4059,0,100.000.000
38715,488362,2020-01-15,19/20,9250,2288,0,2.000.000.000
38716,550179,2020-01-15,19/20,40120,11449,0,300.000.000
38717,561217,2020-01-15,19/20,12916,7733,,250.000.000
38718,576022,2020-01-15,19/20,12372,10690,,175.000.000
38719,605184,2020-01-15,19/20,131,33,0,10.000.000.000
38720,637271,2020-01-15,19/20,3227,6643,0,
38721,671145,2020-01-15,19/20,199,308,0,50.000.000
38722,25289,2020-01-14,19/20,1465,68028,0,75.000.000
38723,61989,2020-01-14,19/20,42,533,0,500.000.000
38724,79045,2020-01-14,19/20,383,200,0,8.000.000.000
38725,87415,2020-01-14,19/20,3999,1837,0,100.000.000
38726,106039,2020-01-14,19/20,6107,3060,0,800.000.000
38727,258618,2020-01-14,19/20,55156,2293,0,350.000.000
38728,259881,2020-01-14,19/20,3725,2441,0,1.000.000.000
38729,323876,2020-01-14,19/20,776,11449,0,50.000.000
38730,330871,2020-01-14,19/20,6890,3840,0,850.000.000
38731,342385,2020-01-14,19/20,3631,150,4.000.000.000,10.000.000.000
38732,352659,2020-01-14,19/20,141,39869,0,50.000.000
38733,361254,2020-01-14,19/20,543,5358,0,3.000.000.000
38734,363794,2020-01-14,19/20,1023,679,0,3.500.000.000
38735,368982,2020-01-14,19/20,683,7567,0,1.200.000.000
38736,403898,2020-01-14,19/20,18,41,0,2.500.000.000
38737,404839,2020-01-14,19/20,366,418,0,3.000.000.000
38738,488362,2020-01-14,19/20,358,9250,0,2.000.000.000
38739,490223,2020-01-14,19/20,2761,3840,0,200.000.000
38740,543537,2020-01-14,19/20,51086,87997,,
38741,546532,2020-01-14,19/20,16837,9030,0,
38742,574671,2020-01-14,19/20,162,669,0,8.000.000.000
38743,576022,2020-01-14,19/20,32036,12372,0,175.000.000
38744,598153,2020-01-14,19/20,515,3990,,50.000.000
38745,669219,2020-01-14,19/20,22767,3876,0,
38746,683812,2020-01-14,19/20,25940,623,,100.000.000
38747,7825,2020-01-13,19/20,5,405,0,800.000.000
38748,33873,2020-01-13,19/20,989,5,0,5.000.000.000
38749,48859,2020-01-13,19/20,368,5,0,6.500.000.000
38750,82863,2020-01-13,19/20,533,1123,500.000.000,3.000.000.000
38751,92567,2020-01-13,19/20,16239,48332,0,400.000.000
38752,110668,2020-01-13,19/20,399,1268,0,1.000.000.000
38753,118302,2020-01-13,19/20,265,7971,0,100.000.000
38754,187047,2020-01-13,19/20,2844,19,2.800.000.000,900.000.000
38755,241501,2020-01-13,19/20,235,156,500.000.000,700.000.000
38756,251680,2020-01-13,19/20,331,12321,0,1.500.000.000
38757,258618,2020-01-13,19/20,3999,55156,0,350.000.000
38758,294804,2020-01-13,19/20,309,2863,0,250.000.000
38759,298197,2020-01-13,19/20,1108,3302,0,1.500.000.000
38760,327126,2020-01-13,19/20,366,265,0,1.500.000.000
38761,354814,2020-01-13,19/20,4331,3522,0,375.000.000
38762,361254,2020-01-13,19/20,703,543,0,3.000.000.000
38763,371814,2020-01-13,19/20,31,79,0,800.000.000
38764,387143,2020-01-13,19/20,798,10484,300.000.000,350.000.000
38765,415912,2020-01-13,19/20,11,4,0,3.000.000.000
38766,424014,2020-01-13,19/20,511,12573,0,75.000.000
38767,450211,2020-01-13,19/20,17584,51828,2.700.000.000,1.000.000.000
38768,462252,2020-01-13,19/20,10330,408,0,200.000.000
38769,472161,2020-01-13,19/20,410,4331,0,2.000.000.000
38770,520454,2020-01-13,19/20,7178,2462,1.000.000.000,2.500.000.000
38771,592387,2020-01-13,19/20,43900,239,,
38772,596067,2020-01-13,19/20,221,2462,0,900.000.000
38773,661053,2020-01-13,19/20,1220,29,1.100.000.000,
38774,678641,2020-01-13,19/20,63531,12801,,
38775,711337,2020-01-13,19/20,3234,2462,0,50.000.000
38776,48859,2020-01-12,19/20,800,368,0,6.500.000.000
38777,84435,2020-01-12,19/20,533,86,0,10.000.000.000
38778,197470,2020-01-12,19/20,5,800,0,16.000.000.000
38779,232418,2020-01-12,19/20,44,1123,0,13.000.000.000
38780,283233,2020-01-12,19/20,430,94,0,3.500.000.000
38781,467240,2020-01-12,19/20,6992,5084,,175.000.000
38782,472161,2020-01-12,19/20,20519,410,0,2.000.000.000
38783,504215,2020-01-12,19/20,1464,16,,
38784,741142,2020-01-12,19/20,19445,12574,,
38785,82070,2020-01-11,19/20,23826,6195,10.250.000.000,17.000.000.000
38786,187499,2020-01-11,19/20,39,109,0,400.000.000
38787,245070,2020-01-11,19/20,2259,540,350.000.000,200.000.000
38788,265136,2020-01-11,19/20,54585,3336,0,200.000.000
38789,386446,2020-01-11,19/20,416,4331,0,500.000.000
38790,582058,2020-01-11,19/20,11741,1124,0,125.000.000
38791,681497,2020-01-11,19/20,4250,17776,0,
38792,45671,2020-01-10,19/20,29,873,0,15.000.000.000
38793,153754,2020-01-10,19/20,2944,3840,,300.000.000
38794,221075,2020-01-10,19/20,10663,3829,0,200.000.000
38795,235568,2020-01-10,19/20,1061,7179,0,700.000.000
38796,235931,2020-01-10,19/20,1390,1005,0,1.200.000.000
38797,265078,2020-01-10,19/20,543,430,0,20.000.000.000
38798,272930,2020-01-10,19/20,347,25467,1.800.000.000,1.900.000.000
38799,275218,2020-01-10,19/20,209,11470,0,1.200.000.000
38800,318705,2020-01-10,19/20,790,26985,0,350.000.000
38801,340310,2020-01-10,19/20,641,1181,0,500.000.000
38802,344519,2020-01-10,19/20,720,7378,,2.000.000.000
38803,345700,2020-01-10,19/20,9842,239,0,150.000.000
38804,358177,2020-01-10,19/20,720,142,0,2.000.000.000
38805,365261,2020-01-10,19/20,121,49702,0,700.000.000
38806,392757,2020-01-10,19/20,631,2288,0,1.500.000.000
38807,392765,2020-01-10,19/20,9249,1110,0,3.000.000.000
38808,419025,2020-01-10,19/20,9267,1198,0,
38809,440774,2020-01-10,19/20,750,10867,0,150.000.000
38810,499604,2020-01-10,19/20,51663,515,,450.000.000
38811,569777,2020-01-10,19/20,31624,6646,75.000.000,
38812,636756,2020-01-10,19/20,41773,22682,0,
38813,668951,2020-01-10,19/20,15113,49567,0,
38814,681497,2020-01-10,19/20,10560,4250,0,
38815,688690,2020-01-10,19/20,14699,27323,0,
38816,695512,2020-01-10,19/20,76115,50838,,
38817,703720,2020-01-10,19/20,126,9197,0,
38818,711337,2020-01-10,19/20,2462,3234,,50.000.000
38819,876709,2020-01-10,19/20,73501,43442,0,
38820,88879,2020-01-09,19/20,515,23611,,300.000.000
38821,162038,2020-01-09,19/20,294,714,22.500.000.000,15.000.000.000
38822,168471,2020-01-09,19/20,3057,995,4.000.000.000,4.500.000.000
38823,222079,2020-01-09,19/20,15299,2740,0,600.000.000
38824,244256,2020-01-09,19/20,1270,2553,0,375.000.000
38825,258879,2020-01-09,19/20,1074,985,0,1.000.000.000
38826,262597,2020-01-09,19/20,79,272,0,950.000.000
38827,282422,2020-01-09,19/20,515,1536,0,250.000.000
38828,293829,2020-01-09,19/20,41201,1083,250.000.000,700.000.000
38829,323379,2020-01-09,19/20,417,3329,0,2.500.000.000
38830,358177,2020-01-09,19/20,2420,720,0,2.000.000.000
38831,372240,2020-01-09,19/20,1148,3884,0,350.000.000
38832,399543,2020-01-09,19/20,1421,40,10.000.000.000,11.000.000.000
38833,405072,2020-01-09,19/20,9747,11141,0,
38834,412367,2020-01-09,19/20,14708,8793,0,
38835,418751,2020-01-09,19/20,4309,5619,,400.000.000
38836,431811,2020-01-09,19/20,13519,501,65.000.000,300.000.000
38837,436833,2020-01-09,19/20,5677,37474,0,100.000.000
38838,487469,2020-01-09,19/20,10331,720,,1.500.000.000
38839,496357,2020-01-09,19/20,855,7124,0,300.000.000
38840,533239,2020-01-09,19/20,3060,2670,0,200.000.000
38841,598399,2020-01-09,19/20,10331,3336,0,400.000.000
38842,637446,2020-01-09,19/20,9783,63966,0,
38843,742611,2020-01-09,19/20,44084,3209,,
38844,155964,2020-01-08,19/20,1322,60551,,600.000.000
38845,200082,2020-01-08,19/20,2463,7160,,75.000.000
38846,242295,2020-01-08,19/20,1084,11596,0,500.000.000
38847,246963,2020-01-08,19/20,1123,991,0,150.000.000
38848,262709,2020-01-08,19/20,1034,3654,0,400.000.000
