transfer_id,player_id,transfer_date,transfer_season,from_club_id,to_club_id,transfer_fee,market_value_in_eur
1,16136,2026-07-01,26/27,417,123,,500.000.000
2,1138758,2026-07-01,26/27,336,631,52.140.000.000,45.000.000.000
3,195778,2026-06-30,25/26,79,27,0,12.000.000.000
4,569033,2026-06-30,25/26,39,27,0,4.000.000.000
5,626913,2026-06-30,25/26,398,380,0,15.000.000.000
6,743395,2026-06-30,25/26,9010,15,0,1.500.000.000
7,887834,2026-06-30,25/26,979,1023,0,1.000.000.000
8,1047109,2026-06-30,25/26,2672,265,0,300.000.000
9,128223,2026-01-20,25/26,141,5,0,13.000.000.000
10,955213,2026-01-01,25/26,10690,36949,0,50.000.000
11,360791,2025-12-31,25/26,6418,1030,0,1.200.000.000
12,582513,2025-12-31,25/26,511,2407,0,300.000.000
13,589527,2025-12-31,25/26,49702,1029,0,800.000.000
14,624920,2025-12-31,25/26,63007,53646,0,800.000.000
15,773961,2025-12-31,25/26,85465,48726,0,800.000.000
16,905184,2025-12-31,25/26,6418,30120,0,350.000.000
17,936825,2025-12-31,25/26,85465,48726,0,3.000.000.000
18,1029207,2025-12-31,25/26,3592,28292,0,400.000.000
19,1105073,2025-12-31,25/26,6992,20960,0,100.000.000
20,1126427,2025-12-31,25/26,3592,59386,0,50.000.000
21,1171460,2025-12-31,25/26,511,110461,0,400.000.000
22,58358,2025-08-01,25/26,27,515,,6.000.000.000
23,1038821,2025-07-31,25/26,3837,11204,0,100.000.000
24,107612,2025-07-08,25/26,60949,3641,0,250.000.000
25,31067,2025-07-01,25/26,468,123,,100.000.000
26,34784,2025-07-01,25/26,467,123,,100.000.000
27,39728,2025-07-01,25/26,12,123,,2.500.000.000
28,42710,2025-07-01,25/26,1096,123,,2.200.000.000
29,43250,2025-07-01,25/26,58,123,,1.000.000.000
30,44996,2025-07-01,25/26,36,515,,100.000.000
31,55508,2025-07-01,25/26,269,515,,500.000.000
32,57796,2025-07-01,24/25,2036,515,,250.000.000
33,58995,2025-07-01,25/26,86,515,,1.000.000.000
34,69642,2025-07-01,25/26,190,515,0,200.000.000
35,79967,2025-07-01,25/26,35,123,,300.000.000
36,88755,2025-07-01,25/26,281,515,,27.000.000.000
37,96718,2025-07-01,25/26,621,123,,1.500.000.000
38,126014,2025-07-01,25/26,202,515,,350.000.000
39,126610,2025-07-01,25/26,5817,362,0,50.000.000
40,149729,2025-07-01,25/26,294,114,2.000.000.000,2.300.000.000
41,202228,2025-07-01,25/26,86,159,0,3.000.000.000
42,203507,2025-07-01,25/26,1420,515,,500.000.000
43,205006,2025-07-01,25/26,383,515,,4.000.000.000
44,229817,2025-07-01,25/26,1083,515,,1.900.000.000
45,234811,2025-07-01,25/26,150,336,4.700.000.000,6.000.000.000
46,249303,2025-07-01,25/26,3948,3057,1.000.000.000,2.500.000.000
47,263236,2025-07-01,25/26,826,148,25.000.000.000,25.000.000.000
48,275218,2025-07-01,25/26,209,367,1.600.000.000,6.000.000.000
49,278343,2025-07-01,25/26,167,114,5.000.000.000,8.000.000.000
50,282349,2025-07-01,25/26,269,33,0,2.000.000.000
51,283994,2025-07-01,25/26,39,3911,2.000.000.000,4.000.000.000
52,284883,2025-07-01,25/26,720,1075,2.700.000.000,6.000.000.000
53,287579,2025-07-01,25/26,430,36,12.000.000.000,20.000.000.000
54,300716,2025-07-01,25/26,11,371,0,10.000.000.000
55,301238,2025-07-01,25/26,2919,506,14.300.000.000,18.000.000.000
56,318508,2025-07-01,25/26,383,515,,23.000.000.000
57,326030,2025-07-01,25/26,306,515,,650.000.000
58,335209,2025-07-01,25/26,190,18,0,4.500.000.000
59,338637,2025-07-01,25/26,354,1096,0,3.000.000.000
60,344107,2025-07-01,25/26,370,903,0,1.200.000.000
61,361066,2025-07-01,25/26,1269,515,,2.000.000.000
62,375137,2025-07-01,25/26,162,141,8.000.000.000,7.000.000.000
63,407491,2025-07-01,25/26,3385,1091,1.000.000.000,700.000.000
64,410897,2025-07-01,25/26,1053,515,,1.000.000.000
65,422986,2025-07-01,25/26,1420,515,,200.000.000
66,430280,2025-07-01,25/26,506,607,3.500.000.000,8.000.000.000
67,480116,2025-07-01,25/26,762,506,17.200.000.000,18.000.000.000
68,483063,2025-07-01,25/26,7732,6890,,4.500.000.000
69,485960,2025-07-01,25/26,3911,273,12.000.000.000,10.000.000.000
70,486031,2025-07-01,25/26,430,506,28.100.000.000,28.000.000.000
71,490423,2025-07-01,25/26,409,1047,5.000.000.000,4.000.000.000
72,499721,2025-07-01,25/26,964,537,20.000.000.000,20.000.000.000
73,502247,2025-07-01,25/26,58,475,1.750.000.000,2.000.000.000
74,530742,2025-07-01,25/26,7775,398,3.430.000.000,8.000.000.000
75,542762,2025-07-01,25/26,1177,515,,1.200.000.000
76,549012,2025-07-01,25/26,3999,16704,0,450.000.000
77,569383,2025-07-01,25/26,162,167,5.000.000.000,17.000.000.000
78,576098,2025-07-01,25/26,467,515,,25.000.000
79,601577,2025-07-01,25/26,398,515,,200.000.000
80,624690,2025-07-01,25/26,18,12,18.000.000.000,35.000.000.000
81,624751,2025-07-01,25/26,511,124,,1.500.000.000
82,627228,2025-07-01,25/26,281,16,25.000.000.000,20.000.000.000
83,656409,2025-07-01,25/26,8793,3329,,1.000.000.000
84,660059,2025-07-01,25/26,202,515,,75.000.000
85,670717,2025-07-01,25/26,336,631,22.270.000.000,15.000.000.000
86,695225,2025-07-01,25/26,206,515,,150.000.000
87,746910,2025-07-01,25/26,3948,82,15.000.000.000,32.000.000.000
88,775048,2025-07-01,25/26,467,515,,50.000.000
89,800919,2025-07-01,25/26,8815,206,,
90,801420,2025-07-01,25/26,6945,465,0,450.000.000
91,814491,2025-07-01,25/26,596,968,,1.300.000.000
92,822959,2025-07-01,25/26,533,27,0,25.000.000.000
93,865682,2025-07-01,25/26,2727,23826,16.000.000.000,10.000.000.000
94,892160,2025-07-01,25/26,447,148,11.000.000.000,12.000.000.000
95,894050,2025-07-01,25/26,5619,306,500.000.000,3.000.000.000
96,926694,2025-07-01,25/26,13,23826,20.000.000.000,22.000.000.000
97,933900,2025-07-01,25/26,180,667,7.000.000.000,2.000.000.000
98,1003295,2025-07-01,25/26,15642,1177,,
99,1043003,2025-07-01,25/26,10484,405,7.000.000.000,6.000.000.000
100,1052867,2025-07-01,25/26,3166,1063,134.000.000,200.000.000
101,33862,2025-06-30,24/25,10484,968,0,200.000.000
102,39125,2025-06-30,24/25,1244,449,0,1.000.000.000
103,59047,2025-06-30,24/25,101362,53646,0,100.000.000
104,66100,2025-06-30,24/25,12321,131,0,1.800.000.000
105,80444,2025-06-30,24/25,978,405,0,7.500.000.000
106,81173,2025-06-30,24/25,409,23826,0,2.000.000.000
107,88682,2025-06-30,24/25,749,506,0,1.000.000.000
108,88706,2025-06-30,24/25,1038,8970,0,800.000.000
109,95424,2025-06-30,24/25,5,281,0,6.000.000.000
110,111426,2025-06-30,24/25,252,455,0,650.000.000
111,111819,2025-06-30,24/25,11,989,0,2.000.000.000
112,115763,2025-06-30,24/25,1467,276,0,700.000.000
113,122797,2025-06-30,24/25,969,8850,0,2.000.000.000
114,124555,2025-06-30,24/25,416,430,0,2.000.000.000
115,126737,2025-06-30,24/25,3709,150,0,2.800.000.000
116,131951,2025-06-30,24/25,332,276,0,950.000.000
117,144244,2025-06-30,24/25,190,1390,0,2.800.000.000
118,148928,2025-06-30,24/25,368,13,0,3.500.000.000
119,149729,2025-06-30,24/25,114,294,0,2.300.000.000
120,149829,2025-06-30,24/25,415,36,0,1.800.000.000
121,161011,2025-06-30,24/25,36,506,0,5.500.000.000
122,162959,2025-06-30,24/25,610,506,0,3.500.000.000
123,164913,2025-06-30,24/25,1091,294,0,2.500.000.000
124,167727,2025-06-30,24/25,294,1047,0,2.000.000.000
125,167799,2025-06-30,24/25,244,148,0,20.000.000.000
126,168157,2025-06-30,24/25,58,405,0,4.500.000.000
127,170481,2025-06-30,24/25,2919,398,0,500.000.000
128,170527,2025-06-30,24/25,148,23826,0,10.000.000.000
129,174694,2025-06-30,24/25,4294,11282,0,2.000.000.000
130,174915,2025-06-30,24/25,968,13365,0,700.000.000
131,177547,2025-06-30,24/25,610,1075,0,3.000.000.000
132,177847,2025-06-30,24/25,472,368,0,1.200.000.000
133,177964,2025-06-30,24/25,4294,26629,0,1.000.000.000
134,178314,2025-06-30,24/25,75231,41231,0,600.000.000
135,181375,2025-06-30,24/25,200,16,0,3.000.000.000
136,182581,2025-06-30,24/25,11282,265,0,1.500.000.000
137,182904,2025-06-30,24/25,13,131,0,7.500.000.000
138,184440,2025-06-30,24/25,7160,114,0,550.000.000
139,195736,2025-06-30,24/25,366,533,0,3.000.000.000
140,197126,2025-06-30,24/25,2832,279,0,1.000.000.000
141,197642,2025-06-30,24/25,1082,610,0,8.000.000.000
142,198008,2025-06-30,24/25,86,23826,0,5.000.000.000
143,198015,2025-06-30,24/25,3385,683,0,750.000.000
144,199733,2025-06-30,24/25,430,398,0,4.000.000.000
145,200188,2025-06-30,24/25,2581,252,0,1.300.000.000
146,203411,2025-06-30,24/25,533,5817,0,250.000.000
147,204069,2025-06-30,24/25,36,583,0,15.000.000.000
148,204176,2025-06-30,24/25,44006,141,0,1.000.000.000
149,205128,2025-06-30,24/25,385,200,0,800.000.000
150,208172,2025-06-30,24/25,1091,1390,0,2.200.000.000
151,214078,2025-06-30,24/25,443,370,0,700.000.000
152,215096,2025-06-30,24/25,306,38,0,750.000.000
153,215649,2025-06-30,24/25,607,2919,0,700.000.000
154,217033,2025-06-30,24/25,1083,964,0,1.200.000.000
155,217115,2025-06-30,24/25,244,29,0,10.000.000.000
156,223974,2025-06-30,24/25,800,1025,0,10.000.000.000
157,226073,2025-06-30,24/25,126,350,0,2.000.000.000
158,229616,2025-06-30,24/25,1063,238,0,450.000.000
159,229817,2025-06-30,24/25,126,1083,0,1.900.000.000
160,234781,2025-06-30,24/25,252,379,0,8.000.000.000
161,234811,2025-06-30,24/25,336,150,0,6.000.000.000
162,238993,2025-06-30,24/25,6195,1390,0,2.000.000.000
163,239743,2025-06-30,24/25,141,826,0,8.000.000.000
164,239962,2025-06-30,24/25,82,190,0,7.000.000.000
165,242063,2025-06-30,24/25,124,82,0,9.000.000.000
166,242359,2025-06-30,24/25,13,800,0,4.000.000.000
167,247555,2025-06-30,24/25,3911,39,0,3.500.000.000
168,249121,2025-06-30,24/25,2381,31614,0,1.300.000.000
169,249303,2025-06-30,24/25,3057,3948,0,2.500.000.000
170,249952,2025-06-30,24/25,126,6890,0,2.500.000.000
171,257851,2025-06-30,24/25,7160,683,0,1.400.000.000
172,258027,2025-06-30,24/25,294,583,0,4.000.000.000
173,258039,2025-06-30,24/25,1421,24,0,5.000.000.000
174,258923,2025-06-30,24/25,405,985,0,50.000.000.000
175,262523,2025-06-30,24/25,1025,5,0,7.500.000.000
176,263236,2025-06-30,24/25,148,826,0,25.000.000.000
177,263380,2025-06-30,24/25,3057,533,0,2.000.000.000
178,263727,2025-06-30,24/25,1108,368,0,2.500.000.000
179,263962,2025-06-30,24/25,2696,232,0,2.500.000.000
180,264176,2025-06-30,24/25,234,1455,0,450.000.000
181,267396,2025-06-30,24/25,1124,1083,0,750.000.000
182,268670,2025-06-30,24/25,367,16795,0,2.000.000.000
183,271495,2025-06-30,24/25,126,3008,0,4.700.000.000
184,272261,2025-06-30,24/25,10484,430,0,3.000.000.000
185,272642,2025-06-30,24/25,36,18487,0,15.000.000.000
186,273132,2025-06-30,24/25,430,89,0,8.000.000.000
187,275218,2025-06-30,24/25,367,209,0,6.000.000.000
188,276896,2025-06-30,24/25,398,244,0,4.000.000.000
189,278343,2025-06-30,24/25,114,167,0,8.000.000.000
190,278359,2025-06-30,24/25,940,150,0,3.000.000.000
191,279242,2025-06-30,24/25,3719,964,0,2.000.000.000
192,281769,2025-06-30,24/25,15,12,0,10.000.000.000
193,282726,2025-06-30,24/25,979,3329,0,250.000.000
194,282734,2025-06-30,24/25,110302,338,0,700.000.000
195,282810,2025-06-30,24/25,3709,940,0,2.500.000.000
196,283223,2025-06-30,24/25,7160,36,0,1.400.000.000
197,283994,2025-06-30,24/25,3911,39,0,4.000.000.000
198,284854,2025-06-30,24/25,1108,3709,0,2.500.000.000
199,284883,2025-06-30,24/25,1075,720,0,6.000.000.000
200,285323,2025-06-30,24/25,417,273,0,7.000.000.000
201,287579,2025-06-30,24/25,36,430,0,20.000.000.000
202,287700,2025-06-30,24/25,3385,398,0,600.000.000
203,288318,2025-06-30,24/25,367,3302,0,1.500.000.000
204,289592,2025-06-30,24/25,29,1041,0,20.000.000.000
205,292356,2025-06-30,24/25,60949,9644,0,450.000.000
206,292837,2025-06-30,24/25,1124,2698,0,500.000.000
207,293169,2025-06-30,24/25,10484,430,0,3.400.000.000
208,293194,2025-06-30,24/25,416,610,0,6.000.000.000
209,296227,2025-06-30,24/25,467,4,0,600.000.000
210,296622,2025-06-30,24/25,405,583,0,20.000.000.000
211,297583,2025-06-30,24/25,89,79,0,4.000.000.000
212,298583,2025-06-30,24/25,366,1049,0,2.500.000.000
213,298635,2025-06-30,24/25,276,380,0,1.800.000.000
214,301238,2025-06-30,24/25,506,2919,0,18.000.000.000
215,303116,2025-06-30,24/25,2919,398,0,3.500.000.000
216,305947,2025-06-30,24/25,430,252,0,23.000.000.000
217,307924,2025-06-30,24/25,167,533,0,5.000.000.000
218,309393,2025-06-30,24/25,2446,252,0,700.000.000
219,315128,2025-06-30,24/25,468,317,0,1.600.000.000
220,315237,2025-06-30,24/25,2740,55686,0,400.000.000
221,315865,2025-06-30,24/25,252,6574,0,16.000.000.000
222,320411,2025-06-30,24/25,6195,989,0,12.000.000.000
223,321247,2025-06-30,24/25,15,405,0,18.000.000.000
224,321647,2025-06-30,24/25,172,3057,0,800.000.000
225,322655,2025-06-30,24/25,276,380,0,4.000.000.000
226,324377,2025-06-30,24/25,749,1005,0,4.000.000.000
227,324690,2025-06-30,24/25,1047,430,0,8.000.000.000
228,324819,2025-06-30,24/25,618,419,0,2.000.000.000
229,325924,2025-06-30,24/25,354,6890,0,2.200.000.000
230,327402,2025-06-30,24/25,2381,868,0,1.500.000.000
231,329517,2025-06-30,24/25,80,683,0,3.200.000.000
232,329722,2025-06-30,24/25,683,1075,0,4.500.000.000
233,330208,2025-06-30,24/25,130,252,0,2.000.000.000
234,331496,2025-06-30,24/25,237,12321,0,2.500.000.000
235,331726,2025-06-30,24/25,5,12,0,15.000.000.000
236,335147,2025-06-30,24/25,749,380,0,1.400.000.000
237,337333,2025-06-30,24/25,714,89,0,6.000.000.000
238,337715,2025-06-30,24/25,1049,681,0,5.000.000.000
239,337725,2025-06-30,24/25,749,430,0,6.000.000.000
240,338285,2025-06-30,24/25,621,940,0,3.000.000.000
241,338672,2025-06-30,24/25,354,46,0,1.500.000.000
242,339340,2025-06-30,24/25,383,985,0,12.000.000.000
243,340325,2025-06-30,24/25,931,11,0,18.000.000.000
244,340521,2025-06-30,24/25,2423,41,0,800.000.000
245,340982,2025-06-30,24/25,1390,6297,0,6.000.000.000
246,341019,2025-06-30,24/25,8024,252,0,1.200.000.000
247,342226,2025-06-30,24/25,618,167,0,2.000.000.000
248,343475,2025-06-30,24/25,677,800,0,8.000.000.000
249,343622,2025-06-30,24/25,39097,63007,0,350.000.000
250,344152,2025-06-30,24/25,1003,873,0,10.000.000.000
251,344864,2025-06-30,24/25,601,995,0,3.000.000.000
252,344869,2025-06-30,24/25,449,1075,0,15.000.000.000
253,345343,2025-06-30,24/25,3062,370,0,300.000.000
254,345449,2025-06-30,24/25,10484,409,0,4.500.000.000
255,345468,2025-06-30,24/25,3057,1184,0,4.000.000.000
256,345748,2025-06-30,24/25,1053,1095,0,900.000.000
257,346567,2025-06-30,24/25,398,506,0,2.500.000.000
258,346890,2025-06-30,24/25,6195,5,0,15.000.000.000
259,348026,2025-06-30,24/25,15,583,0,10.000.000.000
260,351749,2025-06-30,24/25,677,281,0,15.000.000.000
261,351816,2025-06-30,24/25,244,5,0,15.000.000.000
262,352392,2025-06-30,24/25,520,41,0,1.800.000.000
263,354814,2025-06-30,24/25,826,430,0,8.000.000.000
264,355861,2025-06-30,24/25,12321,1050,0,5.000.000.000
265,357158,2025-06-30,24/25,255,336,0,2.400.000.000
266,357163,2025-06-30,24/25,4294,1091,0,1.000.000.000
267,357165,2025-06-30,24/25,4959,2741,0,400.000.000
268,357796,2025-06-30,24/25,276,380,0,4.000.000.000
269,357917,2025-06-30,24/25,1063,338,0,900.000.000
270,358008,2025-06-30,24/25,1390,6195,0,4.000.000.000
271,358250,2025-06-30,24/25,366,940,0,1.400.000.000
272,361065,2025-06-30,24/25,1082,800,0,7.000.000.000
273,361081,2025-06-30,24/25,41274,2331,0,800.000.000
274,361254,2025-06-30,24/25,1049,368,0,800.000.000
275,361264,2025-06-30,24/25,20760,114,0,950.000.000
276,361914,2025-06-30,24/25,681,379,0,25.000.000.000
277,362842,2025-06-30,24/25,12321,506,0,5.000.000.000
278,364133,2025-06-30,24/25,749,416,0,2.500.000.000
279,365107,2025-06-30,24/25,2832,452,0,700.000.000
280,365692,2025-06-30,24/25,63007,660,0,700.000.000
281,367284,2025-06-30,24/25,533,273,0,7.000.000.000
282,367992,2025-06-30,24/25,1005,1025,0,4.500.000.000
283,369319,2025-06-30,24/25,1269,903,0,1.000.000.000
284,369684,2025-06-30,24/25,24,399,0,10.000.000.000
285,370998,2025-06-30,24/25,660,82,0,1.800.000.000
286,371000,2025-06-30,24/25,443,167,0,850.000.000
287,371008,2025-06-30,24/25,1084,2424,0,700.000.000
288,371371,2025-06-30,24/25,714,12,0,6.000.000.000
289,372246,2025-06-30,24/25,379,583,0,20.000.000.000
290,373433,2025-06-30,24/25,58,1041,0,4.000.000.000
291,375137,2025-06-30,24/25,141,162,0,7.000.000.000
292,375667,2025-06-30,24/25,3725,1083,0,3.500.000.000
293,376110,2025-06-30,24/25,6418,3725,0,350.000.000
294,377042,2025-06-30,24/25,430,6195,0,7.000.000.000
295,377641,2025-06-30,24/25,162,114,0,10.000.000.000
296,378463,2025-06-30,24/25,4961,31614,0,900.000.000
297,378520,2025-06-30,24/25,2740,2677,0,300.000.000
298,378521,2025-06-30,24/25,1465,4720,0,300.000.000
299,381349,2025-06-30,24/25,468,82686,0,650.000.000
300,381950,2025-06-30,24/25,12,5,0,17.000.000.000
301,381967,2025-06-30,24/25,368,11,0,9.000.000.000
302,382478,2025-06-30,24/25,167,82,0,5.500.000.000
303,386047,2025-06-30,24/25,405,631,0,25.000.000.000
304,386455,2025-06-30,24/25,5,430,0,6.000.000.000
305,387234,2025-06-30,24/25,749,3522,0,2.500.000.000
306,389837,2025-06-30,24/25,1025,398,0,7.000.000.000
307,390125,2025-06-30,24/25,467,1091,0,700.000.000
308,391005,2025-06-30,24/25,82,1148,0,8.000.000.000
309,391065,2025-06-30,24/25,290,989,0,18.000.000.000
310,391780,2025-06-30,24/25,86,141,0,6.000.000.000
311,391907,2025-06-30,24/25,49702,16704,0,800.000.000
312,392085,2025-06-30,24/25,430,141,0,16.000.000.000
313,392163,2025-06-30,24/25,35,60,0,5.000.000.000
314,392179,2025-06-30,24/25,202,1132,0,5.000.000.000
315,392538,2025-06-30,24/25,1025,5,0,10.000.000.000
316,392570,2025-06-30,24/25,1005,1047,0,1.000.000.000
317,392777,2025-06-30,24/25,2425,703,0,1.200.000.000
318,392881,2025-06-30,24/25,366,607,0,2.000.000.000
319,392959,2025-06-30,24/25,430,2919,0,12.000.000.000
320,393239,2025-06-30,24/25,468,317,0,1.500.000.000
321,393321,2025-06-30,24/25,35,40058,0,3.000.000.000
322,393806,2025-06-30,24/25,312,601,0,500.000.000
323,394127,2025-06-30,24/25,3901,385,0,350.000.000
324,395236,2025-06-30,24/25,430,5,0,15.000.000.000
325,395242,2025-06-30,24/25,172,58,0,1.300.000.000
326,395512,2025-06-30,24/25,276,527,0,3.500.000.000
327,397225,2025-06-30,24/25,252,6195,0,6.000.000.000
328,398131,2025-06-30,24/25,1532,1049,0,200.000.000
329,400131,2025-06-30,24/25,35,237,0,2.000.000.000
330,400489,2025-06-30,24/25,416,23826,0,14.000.000.000
331,400649,2025-06-30,24/25,9010,941,0,1.200.000.000
332,401173,2025-06-30,24/25,631,985,0,30.000.000.000
333,401736,2025-06-30,24/25,2424,7179,0,275.000.000
334,401923,2025-06-30,24/25,141,6195,0,70.000.000.000
335,402604,2025-06-30,24/25,71985,1186,0,500.000.000
336,402887,2025-06-30,24/25,6676,7160,0,1.500.000.000
337,403290,2025-06-30,24/25,605,419,0,2.000.000.000
338,403568,2025-06-30,24/25,354,371,0,800.000.000
339,405687,2025-06-30,24/25,80,39,0,4.000.000.000
340,405692,2025-06-30,24/25,50845,589,0,200.000.000
341,409886,2025-06-30,24/25,2420,385,0,1.000.000.000
342,411838,2025-06-30,24/25,2832,776,0,1.100.000.000
343,412513,2025-06-30,24/25,458,276,0,2.000.000.000
344,412932,2025-06-30,24/25,80,162,0,7.000.000.000
345,412952,2025-06-30,24/25,982,1063,0,700.000.000
346,413605,2025-06-30,24/25,2832,2239,0,2.200.000.000
347,417346,2025-06-30,24/25,29,399,0,16.000.000.000
348,417575,2025-06-30,24/25,1075,6574,0,2.500.000.000
349,419061,2025-06-30,24/25,10690,338,0,500.000.000
350,420465,2025-06-30,24/25,720,506,0,10.000.000.000
351,421637,2025-06-30,24/25,167,1148,0,7.000.000.000
352,421873,2025-06-30,24/25,1390,6195,0,8.000.000.000
353,422951,2025-06-30,24/25,12,141,0,14.000.000.000
354,423112,2025-06-30,24/25,2727,9598,0,1.000.000.000
355,423678,2025-06-30,24/25,995,452,0,5.000.000.000
356,424881,2025-06-30,24/25,2425,703,0,2.500.000.000
357,424900,2025-06-30,24/25,9010,1031,0,2.500.000.000
358,425306,2025-06-30,24/25,873,703,0,4.000.000.000
359,429983,2025-06-30,24/25,543,940,0,27.000.000.000
360,430280,2025-06-30,24/25,607,506,0,8.000.000.000
361,430484,2025-06-30,24/25,71985,2696,0,600.000.000
362,430488,2025-06-30,24/25,932,279,0,2.500.000.000
363,430761,2025-06-30,24/25,110302,7378,0,1.800.000.000
364,431811,2025-06-30,24/25,749,12,0,2.500.000.000
365,432090,2025-06-30,24/25,430,506,0,18.000.000.000
366,432092,2025-06-30,24/25,1390,800,0,8.000.000.000
367,432175,2025-06-30,24/25,190,234,0,2.500.000.000
368,432400,2025-06-30,24/25,982,593,0,700.000.000
369,433257,2025-06-30,24/25,982,3302,0,400.000.000
370,433584,2025-06-30,24/25,607,6195,0,4.000.000.000
371,435808,2025-06-30,24/25,3057,3948,0,3.500.000.000
372,448177,2025-06-30,24/25,42,24,0,1.500.000.000
373,448705,2025-06-30,24/25,190,16,0,7.000.000.000
374,448868,2025-06-30,24/25,6992,55686,0,400.000.000
375,450211,2025-06-30,24/25,605,124,0,6.000.000.000
376,451642,2025-06-30,24/25,10484,114,0,2.000.000.000
377,453121,2025-06-30,24/25,601,127,0,750.000.000
378,455016,2025-06-30,24/25,3725,964,0,2.000.000.000
379,459128,2025-06-30,24/25,800,8970,0,8.000.000.000
380,459661,2025-06-30,24/25,653,46,0,1.000.000.000
381,460245,2025-06-30,24/25,39,82,0,6.000.000.000
382,461717,2025-06-30,24/25,3999,2441,0,350.000.000
383,461951,2025-06-30,24/25,3205,114,0,2.500.000.000
384,462250,2025-06-30,24/25,5,631,0,25.000.000.000
385,464598,2025-06-30,24/25,276,294,0,7.000.000.000
386,465279,2025-06-30,24/25,4271,410,0,75.000.000
387,465555,2025-06-30,24/25,667,631,0,18.000.000.000
388,465565,2025-06-30,24/25,322,398,0,800.000.000
389,465606,2025-06-30,24/25,2832,141,0,900.000.000
390,465868,2025-06-30,24/25,3999,683,0,300.000.000
391,465988,2025-06-30,24/25,3062,4172,0,250.000.000
392,466807,2025-06-30,24/25,1244,1050,0,1.500.000.000
393,467720,2025-06-30,24/25,417,16,0,10.000.000.000
394,468066,2025-06-30,24/25,677,6195,0,12.000.000.000
395,468256,2025-06-30,24/25,982,16655,0,750.000.000
396,468301,2025-06-30,24/25,585,398,0,4.000.000.000
397,469760,2025-06-30,24/25,30120,10233,0,300.000.000
398,470796,2025-06-30,24/25,8024,520,0,2.000.000.000
399,471690,2025-06-30,24/25,1049,989,0,12.000.000.000
400,475416,2025-06-30,24/25,995,1110,0,4.000.000.000
401,478317,2025-06-30,24/25,2431,10949,0,800.000.000
402,480116,2025-06-30,24/25,506,762,0,18.000.000.000
403,481623,2025-06-30,24/25,1075,1010,0,4.000.000.000
404,481688,2025-06-30,24/25,3057,336,0,2.500.000.000
405,481692,2025-06-30,24/25,3062,3060,0,250.000.000
406,483063,2025-06-30,24/25,6890,7732,0,4.500.000.000
407,485395,2025-06-30,24/25,317,371,0,4.000.000.000
408,485424,2025-06-30,24/25,589,3057,0,2.300.000.000
409,485583,2025-06-30,24/25,290,543,0,4.500.000.000
410,485960,2025-06-30,24/25,273,3911,0,10.000.000.000
411,485965,2025-06-30,24/25,995,82,0,3.500.000.000
412,486031,2025-06-30,24/25,506,430,0,28.000.000.000
413,486083,2025-06-30,24/25,14589,1083,0,1.500.000.000
414,486814,2025-06-30,24/25,1269,5026,0,3.000.000.000
415,487474,2025-06-30,24/25,506,720,0,36.000.000.000
416,487843,2025-06-30,24/25,749,5,0,6.000.000.000
417,487969,2025-06-30,24/25,506,583,0,30.000.000.000
418,488755,2025-06-30,24/25,80,610,0,2.000.000.000
419,490423,2025-06-30,24/25,1047,409,0,4.000.000.000
420,490496,2025-06-30,24/25,3719,2741,0,700.000.000
421,491039,2025-06-30,24/25,3057,419,0,2.300.000.000
422,491693,2025-06-30,24/25,720,410,0,13.000.000.000
423,493513,2025-06-30,24/25,366,11,0,3.000.000.000
424,493702,2025-06-30,24/25,749,417,0,6.500.000.000
425,494236,2025-06-30,24/25,472,3524,0,2.500.000.000
426,495722,2025-06-30,24/25,749,5,0,2.000.000.000
427,495923,2025-06-30,24/25,39097,48332,0,350.000.000
428,497175,2025-06-30,24/25,9010,332,0,1.500.000.000
429,498237,2025-06-30,24/25,683,703,0,12.000.000.000
430,500054,2025-06-30,24/25,533,294,0,7.000.000.000
431,502247,2025-06-30,24/25,475,58,0,2.000.000.000
432,502289,2025-06-30,24/25,1269,601,0,2.000.000.000
433,502676,2025-06-30,24/25,1049,31,0,30.000.000.000
434,503640,2025-06-30,24/25,124,234,0,1.800.000.000
435,503858,2025-06-30,24/25,2727,234,0,800.000.000
436,503866,2025-06-30,24/25,180,273,0,12.000.000.000
437,505463,2025-06-30,24/25,1064,338,0,2.000.000.000
438,505653,2025-06-30,24/25,472,543,0,20.000.000.000
439,505655,2025-06-30,24/25,3268,10330,0,800.000.000
440,507341,2025-06-30,24/25,79,273,0,7.000.000.000
441,510459,2025-06-30,24/25,132,324,0,550.000.000
442,513245,2025-06-30,24/25,29,6195,0,20.000.000.000
443,516407,2025-06-30,24/25,385,1110,0,1.000.000.000
444,520530,2025-06-30,24/25,607,347,0,2.000.000.000
445,521407,2025-06-30,24/25,714,6195,0,3.000.000.000
446,522714,2025-06-30,24/25,45457,11282,0,850.000.000
447,524181,2025-06-30,24/25,41231,2741,0,500.000.000
448,524590,2025-06-30,24/25,776,865,0,800.000.000
449,525704,2025-06-30,24/25,398,506,0,28.000.000.000
450,525919,2025-06-30,24/25,206,1010,0,2.500.000.000
451,528454,2025-06-30,24/25,5776,1177,0,150.000.000
452,528833,2025-06-30,24/25,800,410,0,20.000.000.000
453,530742,2025-06-30,24/25,398,7775,0,8.000.000.000
454,531637,2025-06-30,24/25,369,409,0,300.000.000
455,535955,2025-06-30,24/25,398,11,0,25.000.000.000
456,535974,2025-06-30,24/25,49702,932,0,700.000.000
