game_id,competition_id,season,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position
2895963,RUP,2017,12420,12043,3,2,,
2895964,RUP,2017,28098,50586,1,2,,
2901879,CIT,2017,2331,18950,1,0,,
2904548,NLP,2017,3569,7110,1,2,,
2904551,NLP,2017,28378,11075,4,0,,
2905740,ELQ,2017,8047,31614,0,0,,
2911671,CDR,2017,4030,12405,1,0,,
2919799,EL,2017,159,713,1,1,,
2919856,EL,2017,12469,669,0,0,,
2321985,ELQ,2013,29160,3811,1,2,,
2360964,ELQ,2013,32017,170,0,3,,
2372929,SFA,2013,3023,3027,2,1,,
2378603,NLP,2013,4793,384,2,1,,
2380310,KLUB,2013,10948,7,2,0,,
2383728,SFA,2013,1270,1192,1,0,,
2385126,EL,2013,119,26,0,0,,
2465458,NLP,2014,7534,7474,2,1,,
2465459,NLP,2014,19231,33330,6,1,,
2473643,ELQ,2014,8956,1101,3,5,,
2492487,EL,2014,197,540,4,0,,
2583514,ELQ,2015,32129,2573,0,2,,
2586007,UKRP,2015,29914,30698,0,4,,
2587311,CLQ,2015,10734,11107,0,1,,
2589835,ELQ,2015,10695,4441,0,1,,
2592007,ELQ,2015,6069,540,1,5,,
2632630,RUP,2015,12069,14590,1,0,,
2637675,SFA,2015,1191,23616,4,1,,
2639580,RUP,2015,12049,40737,2,5,,
2700260,CLQ,2016,4772,7918,3,4,,
2700417,ELQ,2016,168,675,3,0,,
2711533,ELQ,2016,1064,22783,1,1,,
2723378,UKRP,2016,49306,33179,0,1,,
2767570,NLP,2016,12732,34156,2,0,,
2874425,DKP,2017,20108,13290,3,0,,
2904560,NLP,2017,7474,7116,3,2,,
2911681,CDR,2017,57379,12361,1,2,,
2920494,NLP,2017,12732,1434,4,1,,
2231979,CLQ,2012,3471,10532,0,0,,
2231995,CLQ,2012,8031,10719,3,0,,
2232005,CLQ,2012,699,10734,3,0,,
2233850,ELQ,2012,10854,327,0,1,,
2233933,ELQ,2012,1043,447,1,0,,
2234412,ELQ,2012,24832,10694,0,6,,
2234424,ELQ,2012,23911,10752,2,0,,
2235772,ELQ,2012,10262,18506,2,2,,
2235778,ELQ,2012,9211,21864,0,0,,
2235781,ELQ,2012,12460,709,0,1,,
2244316,ELQ,2012,156,282,1,0,,
2244329,ELQ,2012,272,1185,1,1,,
2244350,CLQ,2012,853,409,1,0,,
2244351,CLQ,2012,409,853,4,3,,
2244353,ELQ,2012,4807,9095,0,1,,
2245637,CLQ,2012,3471,786,0,0,,
2246605,ELQ,2012,2784,5619,2,1,,
2246607,ELQ,2012,318,941,0,2,,
2253933,CIT,2012,3037,4172,6,4,,
2254395,CLQ,2012,6028,713,1,1,,
2254397,CLQ,2012,790,419,0,1,,
2254434,CDR,2012,13238,16575,3,2,,
2258354,NLP,2012,4793,3892,2,4,,
2258402,POCP,2012,5227,10140,1,0,,
2262442,EL,2012,1017,941,1,2,,
2266042,RUP,2012,21507,12059,2,0,,
2267269,SFA,2012,3023,3000,4,1,,
2271075,SFA,2012,20603,3194,0,6,,
2282017,FAC,2012,3537,3698,3,0,,
2282406,SFA,2012,3026,23621,6,0,,
2282944,FAC,2012,3820,1198,2,1,,
2301613,FAC,2012,164,1028,0,1,,
2597522,NLP,2015,8565,3410,2,1,,
2702875,DKP,2016,54658,24185,2,1,,
2723368,UKRP,2016,13017,33571,1,2,,
2747349,SFA,2016,20603,8927,14,0,,
2949857,FAC,2017,3371,7047,2,4,,
2973444,FAC,2017,3884,358,3,1,,
2982306,FAC,2017,1042,164,0,1,,
2982308,FAC,2017,1220,2814,3,1,,
3052467,CLQ,2018,10734,1167,4,0,,
3052484,CLQ,2018,4772,10625,0,1,,
3052489,CLQ,2018,1033,195,1,0,,
3052495,CLQ,2018,22220,3070,1,0,,
3052575,ELQ,2018,10532,38208,1,1,,
3055476,DKP,2018,5918,5881,1,3,,
3055723,ELQ,2018,22499,10695,1,3,,
3055758,ELQ,2018,5771,6066,0,1,,
3055760,ELQ,2018,10301,77,1,0,,
3065864,ELQ,2018,602,6170,1,1,,
3066420,NLP,2018,21615,3569,2,6,,
3074377,RUP,2018,3243,3733,2,3,,
3077542,CIT,2018,4554,29490,2,1,,
3084066,CDR,2018,16646,24420,1,2,,
3087291,ELQ,2018,31614,6808,1,0,,
3087312,ELQ,2018,144,10217,0,1,,
3098644,DKP,2018,13208,5767,0,1,,
3098659,EL,2018,2156,260,0,1,,
3105232,GRP,2018,33490,37276,3,7,,
3118724,SFA,2018,11379,3000,2,0,,
3118891,SFA,2018,3021,3034,0,1,,
3124966,FAC,2018,34888,3054,1,3,,
3126558,FAC,2018,3054,2964,1,0,,
3126568,FAC,2018,1088,1020,0,1,,
3131900,FAC,2018,1027,1072,6,7,,
3135861,EL,2018,419,941,3,0,,
3194547,ELQ,2019,11910,42246,3,2,,
3195533,DFB,2019,907,129,0,3,,
3205066,ELQ,2019,16779,253,1,0,,
3205074,ELQ,2019,6251,17959,2,0,,
3205077,ELQ,2019,43162,1180,1,1,,
3205110,ELQ,2019,33783,4772,0,2,,
3205115,ELQ,2019,429,40090,4,0,,
3209386,ELQ,2019,15244,496,0,4,,
3211512,CLQ,2019,10734,34429,2,2,,
3211523,CLQ,2019,53453,272,2,1,,
3211526,CLQ,2019,4313,1008,2,2,,
3221723,ELQ,2019,4391,7130,4,1,,
3222964,ELQ,2019,3471,4313,1,0,,
3222967,ELQ,2019,2976,10482,2,0,,
3223030,ELQ,2019,429,3258,3,1,,
3224791,DKP,2019,20973,25495,5,3,,
3224813,DKP,2019,67609,49675,0,5,,
3224817,DKP,2019,20975,22112,1,2,,
3224827,DKP,2019,75633,1842,1,7,,
3227383,RUP,2019,55015,3243,0,4,,
3229103,CIT,2019,1386,2655,3,2,,
3232158,NLP,2019,10804,8449,3,2,,
3233014,ELQ,2019,2976,2844,3,1,,
3234722,RUP,2019,54924,59524,2,3,,
3237627,CLQ,2019,790,195,1,3,,
3237628,CLQ,2019,195,790,3,1,,
3240351,CIT,2019,839,4271,1,0,,
3240353,CIT,2019,21331,9439,1,2,,
3246423,UKRP,2019,29109,61761,7,6,,
3252843,NLP,2019,26488,36678,5,1,,
3276848,FAC,2019,3054,1027,1,1,,
3276853,FAC,2019,3371,352,1,1,,
3276871,FAC,2019,1150,27045,1,2,,
3276878,FAC,2019,12020,1020,1,2,,
3286268,CDR,2019,16492,34148,1,2,,
3286584,FAC,2019,3371,1211,1,3,,
3286588,FAC,2019,1020,2962,2,1,,
3286589,FAC,2019,3054,3820,2,0,,
3306729,SFA,2019,1191,3021,2,0,,
3306902,FAC,2019,1302,22,0,0,,
3376130,RUP,2014,11135,23110,2,0,,
3407698,RUP,2020,59024,40896,3,2,,
3409156,NLP,2020,20945,33430,4,0,,
3412081,RUP,2020,6673,65683,2,4,,
3412086,RUP,2020,11122,28098,1,2,,
3412090,RUP,2020,70777,12439,1,4,,
3412115,RUP,2020,3733,11121,0,1,,
3419680,CLQ,2020,710,6066,3,0,,
3420395,RUP,2020,28098,6672,6,7,,
3424014,ELQ,2020,2782,38921,2,1,,
3424019,ELQ,2020,36999,1167,0,2,,
3424069,ELQ,2020,301,4807,3,0,,
3424212,UKRP,2020,30697,53645,0,3,,
3424767,ELQ,2020,38204,48712,2,0,,
3430375,DKP,2020,20361,21033,3,1,,
3430393,DKP,2020,26761,947,0,3,,
3433578,ELQ,2020,19294,2784,1,4,,
3441900,CIT,2020,1103,4541,1,2,,
3446039,UKRP,2020,20423,26726,6,5,,
3459007,ELQ,2020,255,10625,0,3,,
3462287,EL,2020,413,31614,4,3,,
3462290,EL,2020,159,697,5,1,,
3462293,EL,2020,7769,452,1,1,,
3462295,EL,2020,687,170,1,0,,
3462305,EL,2020,170,6066,4,3,,
3462398,EL,2020,697,159,0,0,,
3476207,CDR,2020,82054,82055,0,2,,
3485540,FAC,2020,3371,1042,2,1,,
3487504,CDR,2020,30863,11000,1,2,,
3487678,SFA,2020,4223,17593,1,4,,
3487689,SFA,2020,16266,23614,5,1,,
3487694,SFA,2020,17602,28457,2,1,,
3490809,SFA,2020,23337,8920,3,1,,
3491228,FAC,2020,698,1020,2,1,,
3497875,CDR,2020,18669,11422,2,0,,
3500140,SFA,2020,5751,3030,1,7,,
3500143,SFA,2020,3033,2795,0,2,,
3583488,ECLQ,2021,33741,11065,2,1,,
3583515,ECLQ,2021,32125,365,3,2,,
3583619,CLQ,2021,11479,1918,0,2,,
3588384,L1,2021,24,39,1,0,6,9
3588441,L1,2021,533,16,2,3,7,2
3588442,L1,2021,44,27,1,4,13,1
3588580,L1,2021,27,167,1,0,1,14
3588655,L1,2021,3,82,0,1,7,13
3588657,L1,2021,65,16,1,3,18,2
3588673,L1,2021,39,24,2,2,8,11
3588784,FR1,2021,826,618,2,2,10,8
3589136,FR1,2021,618,1420,2,2,20,6
3589275,FR1,2021,1158,995,0,1,16,13
3589353,FR1,2021,3524,273,2,1,15,5
3589385,FR1,2021,162,1158,0,0,6,17
3589398,FR1,2021,40,162,1,1,20,6
3589418,FR1,2021,1420,826,1,2,14,6
3589431,FR1,2021,1158,1041,1,4,18,9
3589465,FR1,2021,618,1095,1,1,18,15
3589500,FR1,2021,3524,583,1,6,17,1
3589535,FR1,2021,40,618,2,2,19,18
3589543,FR1,2021,1095,3524,0,1,16,17
3589559,FR1,2021,273,1158,5,0,3,15
3589575,FR1,2021,1158,244,0,3,17,2
3592003,GB1,2021,631,180,3,1,1,17
3592028,GB1,2021,985,762,4,1,1,19
3592057,GB1,2021,1123,405,0,2,20,10
3592099,GB1,2021,281,379,2,1,2,4
3592108,GB1,2021,180,29,2,0,11,14
3592120,GB1,2021,543,180,3,1,8,13
3592124,GB1,2021,873,31,1,3,12,2
3592215,GB1,2021,281,31,2,2,1,2
3592239,GB1,2021,1123,281,0,4,19,1
3592279,GB1,2021,543,1010,4,0,8,18
3597856,NL1,2021,306,317,2,3,8,6
3597872,NL1,2021,468,234,0,1,17,2
3597899,NL1,2021,1435,202,0,1,12,14
3597935,NL1,2021,234,468,4,0,3,17
3597957,NL1,2021,499,1269,1,0,4,18
3597975,NL1,2021,1090,1304,2,1,4,12
3598002,NL1,2021,1090,317,0,1,4,5
3598012,NL1,2021,1090,234,2,1,4,3
3598016,NL1,2021,610,317,5,0,1,5
3598066,NL1,2021,1269,1435,0,1,18,10
3598091,NL1,2021,403,306,0,0,15,13
3598142,BE1,2021,3948,2282,0,1,7,6
3598311,BE1,2021,2282,354,2,0,2,7
3598327,BE1,2021,58,1245,4,1,4,15
3598351,BE1,2021,3948,41274,5,0,1,18
3598355,BE1,2021,3948,58,1,0,1,4
3598374,BE1,2021,1245,2861,0,2,15,12
3602193,UKR1,2021,16239,49364,2,0,2,16
3602244,UKR1,2021,660,26459,4,1,2,8
3602269,UKR1,2021,338,60551,2,0,1,5
3602277,UKR1,2021,6993,338,2,3,16,1
3602280,UKR1,2021,18303,55686,2,0,6,9
3602418,RU1,2021,2698,3725,2,1,2,9
3602451,RU1,2021,28095,2696,1,2,13,11
3602492,RU1,2021,11127,2410,0,1,14,4
3602499,RU1,2021,3725,11127,1,0,10,16
3602509,RU1,2021,3719,11127,0,0,14,16
3602548,RU1,2021,3725,3719,4,1,7,16
3602550,RU1,2021,964,2698,3,2,1,11
3602554,RU1,2021,3725,28095,2,1,6,15
3602567,RU1,2021,2696,964,1,1,8,1
3602576,RU1,2021,121,1083,1,1,2,10
3602601,RU1,2021,121,3725,2,0,2,8
3602644,RU1,2021,49702,964,1,0,11,1
3603084,SC1,2021,1519,371,0,3,4,2
3603087,SC1,2021,124,511,3,0,1,10
3603120,SC1,2021,511,1241,0,0,9,12
3603124,SC1,2021,465,1519,0,0,10,7
3603131,SC1,2021,371,1519,1,1,6,5
3603173,SC1,2021,371,370,2,1,2,9
3603212,SC1,2021,1241,2578,1,2,8,11
3603234,SC1,2021,511,903,0,0,12,5
3605327,ES1,2021,2687,1108,0,2,17,18
3607535,ES1,2021,3368,16795,0,3,19,14
3607575,ES1,2021,16795,1108,2,1,14,17
3610291,ES1,2021,13,1049,3,2,5,10
3610340,ES1,2021,1108,1049,2,1,18,12
3610344,ES1,2021,714,131,2,2,13,5
3610379,ES1,2021,1050,714,5,1,7,14
3611439,ES1,2021,237,13,1,0,17,4
3611443,ES1,2021,331,1108,1,0,10,19
3611462,ES1,2021,237,1108,2,1,16,19
3611476,ES1,2021,1049,3368,1,1,10,20
3612904,TR1,2021,6646,6890,3,1,8,15
3612917,TR1,2021,11282,3205,6,3,5,11
3612927,TR1,2021,589,6890,1,2,17,12
3612928,TR1,2021,2381,3840,1,1,15,10
3613053,TR1,2021,141,449,1,2,15,1
3613086,TR1,2021,11282,449,0,4,7,1
3613088,TR1,2021,6646,2381,1,0,11,12
3613126,TR1,2021,126,449,3,2,19,1
3613145,TR1,2021,6646,10484,3,2,10,13
3613146,TR1,2021,2832,449,0,0,12,1
3613179,TR1,2021,11688,3840,2,0,15,8
3613199,TR1,2021,141,3840,3,2,11,9
3614548,IT1,2021,1038,46,2,2,15,4
3614552,IT1,2021,252,430,1,2,16,5
3614556,IT1,2021,398,1390,2,2,8,19
3614586,IT1,2021,430,6195,1,2,5,1
3614589,IT1,2021,380,252,1,0,18,16
3614596,IT1,2021,506,12,1,0,7,4
3614609,IT1,2021,276,398,4,1,13,8
3614610,IT1,2021,46,506,1,1,3,6
3614620,IT1,2021,5,416,1,0,2,13
3614683,IT1,2021,398,410,4,4,9,14
3614695,IT1,2021,1038,398,1,3,15,7
3614733,IT1,2021,6195,1038,1,0,3,15
3614791,IT1,2021,276,607,3,1,9,18
3614793,IT1,2021,5,410,1,1,2,14
3614799,IT1,2021,1390,398,0,3,17,7
3614804,IT1,2021,6195,5,0,1,3,1
3614837,IT1,2021,410,1390,5,1,13,17
3614870,IT1,2021,252,1390,1,0,19,17
3615125,IT1,2021,607,12,3,2,15,6
3616782,POCP,2021,3327,979,5,4,,
3621358,PO1,2021,2423,979,2,2,14,13
3621385,PO1,2021,2423,294,0,5,14,1
3621418,PO1,2021,8024,7179,2,0,11,13
3621434,PO1,2021,2503,2457,0,0,8,18
3621540,PO1,2021,6912,3329,1,1,14,12
3621563,PO1,2021,8024,294,0,2,14,3
3621569,PO1,2021,3329,2423,0,0,12,10
3621652,PO1,2021,2457,6912,1,0,18,14
3628157,RUP,2021,3714,71985,2,1,,
3629203,ELQ,2021,2578,141,2,4,,
3637797,CIT,2021,416,2239,4,1,,
3645042,ECLQ,2021,12,449,3,0,,
3646620,RUP,2021,14589,121,0,3,,
3650376,GR1,2021,3999,683,1,2,13,4
3651125,CL,2021,583,2282,4,1,,
3651133,CL,2021,294,338,2,0,,
3651136,CL,2021,800,1050,2,3,,
3654458,UKRP,2021,63007,49364,2,1,,
3660442,EL,2021,1096,36,0,3,,
3661876,GR1,2021,6418,2441,1,3,8,4
3668176,UKRP,2021,6993,338,1,2,,
3673492,GR1,2021,553,6676,1,1,10,9
3673493,GR1,2021,6418,441,1,0,12,14
3673551,GR1,2021,441,683,0,0,14,1
3673553,GR1,2021,265,605,2,0,4,5
3673558,GR1,2021,605,3060,3,0,4,12
3673559,GR1,2021,6418,3999,1,0,10,13
3694722,DKP,2021,865,206,1,2,,
3716662,GR1,2021,3060,2441,0,2,13,3
3716705,GR1,2021,3060,3999,3,1,13,12
3718405,IT1,2021,12,1038,1,1,6,15
3731385,GR1,2021,441,6418,0,0,14,10
3749760,CIT,2021,506,430,2,0,,
3758673,FAC,2021,180,379,3,1,,
3773621,EL,2021,379,1041,1,1,,
3813442,FAC,2021,631,31,5,6,,
3828412,DK1,2022,865,5724,1,1,7,8
3828418,DK1,2022,865,1177,1,3,11,3
3828498,DK1,2022,369,678,0,1,12,7
3828500,DK1,2022,206,1053,3,2,9,11
3837827,GB1,2022,281,989,4,0,1,11
3837862,GB1,2022,31,762,2,1,6,12
3837997,GB1,2022,379,762,1,5,18,10
3838058,GB1,2022,31,379,1,0,8,15
3838236,GB1,2022,989,29,3,0,15,17
3838241,GB1,2022,762,631,1,0,3,10
3838265,GB1,2022,31,1003,2,1,5,14
3838607,GB1,2022,281,631,1,0,1,12
3838612,GB1,2022,543,29,1,1,13,17
3838730,GB1,2022,1003,631,1,3,17,10
3838792,GB1,2022,1148,989,2,0,8,17
3839109,L1,2022,24,23826,4,0,10,11
3839111,L1,2022,80,86,0,2,18,8
3839136,L1,2022,533,60,0,0,4,3
3839152,L1,2022,60,39,2,1,2,12
3839165,L1,2022,167,82,1,1,10,13
3839231,L1,2022,16,80,3,0,4,17
3839283,L1,2022,80,44,3,1,14,17
3839312,L1,2022,27,24,1,1,1,6
3839332,L1,2022,3,23826,0,0,11,4
3839354,L1,2022,44,18,4,1,16,10
3839368,L1,2022,89,33,0,0,3,18
3839566,L1,2022,60,82,2,0,5,7
3839568,L1,2022,533,89,4,2,13,4
3839588,L1,2022,82,44,1,2,8,18
3839708,NL1,2022,468,202,2,1,7,12
3839730,FR1,2022,1082,290,4,1,2,18
3839777,FR1,2022,1158,1041,3,1,2,8
3840032,FR1,2022,417,1420,0,1,13,14
3840036,FR1,2022,1421,162,0,3,17,5
3840045,FR1,2022,826,1041,1,0,4,7
3840051,FR1,2022,1082,826,1,0,7,4
3840072,FR1,2022,1082,162,4,3,6,7
3840124,FR1,2022,1041,3524,0,1,8,9
3840140,FR1,2022,1420,3524,1,2,20,8
3840145,FR1,2022,826,290,1,0,2,19
3840146,FR1,2022,273,583,1,0,5,1
3840189,FR1,2022,290,1041,2,1,18,9
3840231,FR1,2022,417,1158,1,1,7,8
3840443,FR1,2022,273,162,2,0,5,6
3842702,RU1,2022,932,49702,1,1,8,13
3844091,ES1,2022,940,714,2,2,8,9
3844549,ES1,2022,150,1049,1,1,6,14
3844557,ES1,2022,331,12321,2,1,7,10
3844755,IT1,2022,410,380,0,0,13,12
3844775,IT1,2022,410,430,1,0,7,10
3844781,IT1,2022,2919,800,0,2,19,1
3844797,IT1,2022,2239,398,0,4,18,4
3844819,IT1,2022,5,506,2,0,3,18
3844830,IT1,2022,398,410,0,0,5,6
3844851,IT1,2022,1005,506,0,1,17,13
3844901,IT1,2022,5,12,2,2,2,6
3844918,IT1,2022,276,1005,2,0,18,14
3844924,IT1,2022,1038,410,0,1,19,8
3844938,IT1,2022,276,398,1,1,18,4
3844971,IT1,2022,398,1038,1,0,4,20
3844987,IT1,2022,2239,430,0,2,20,11
3845063,IT1,2022,380,430,3,3,14,8
3845072,IT1,2022,12,46,0,2,6,3
3851086,BE1,2022,2727,968,2,0,1,9
3851146,BE1,2022,2282,968,0,2,3,7
3851277,BE1,2022,354,2861,2,1,12,16
3851302,BE1,2022,2727,1096,1,1,13,3
3851354,BE1,2022,1184,58,5,2,1,10
3852580,NL1,2022,234,317,2,0,4,5
3852657,NL1,2022,1435,1090,1,4,11,2
3852674,NL1,2022,1090,798,5,0,2,14
3852688,NL1,2022,1435,317,2,0,12,5
3852691,NL1,2022,385,468,0,0,11,6
3852700,NL1,2022,1090,133,2,1,3,18
3852730,NL1,2022,202,306,0,2,17,9
3852758,NL1,2022,385,1090,0,3,12,4
3852762,NL1,2022,468,306,4,0,5,9
3852789,NL1,2022,499,133,2,0,13,18
3852791,NL1,2022,1283,234,1,3,16,1
3860280,TR1,2022,589,924,2,1,14,18
3860298,TR1,2022,11282,2832,2,0,9,10
3860308,TR1,2022,6646,2832,3,3,15,11
3860329,TR1,2022,6890,3840,2,1,3,5
3860391,TR1,2022,3840,2832,3,0,4,15
3860400,TR1,2022,2832,449,0,3,14,5
3860428,TR1,2022,3840,6890,2,3,4,5
3860443,TR1,2022,141,6646,3,3,1,9
3860486,TR1,2022,2293,3205,2,2,7,8
3869179,PO1,2022,2424,8024,1,1,15,7
3869222,PO1,2022,294,2503,3,1,1,11
3869244,PO1,2022,2425,2995,0,1,11,18
3885842,ES1,2022,12321,940,0,1,13,12
3885859,ES1,2022,621,714,0,1,6,15
3886309,ES1,2022,331,1049,1,2,8,7
3886326,ES1,2022,12321,2687,1,1,15,19
3886388,ES1,2022,2687,13,3,2,19,3
3886446,ES1,2022,621,366,3,0,4,12
3886490,ES1,2022,940,1050,1,1,16,5
3886496,ES1,2022,150,131,1,2,6,1
3886585,ES1,2022,12321,13,0,1,12,3
3886594,ES1,2022,331,1050,0,3,10,6
3886614,ES1,2022,714,621,1,2,19,7
3886634,ES1,2022,331,150,3,2,8,5
3886645,ES1,2022,1049,366,2,1,15,14
3886652,ES1,2022,2687,1049,2,1,14,16
3886704,ES1,2022,2687,940,1,0,15,16
3889036,GR1,2022,2441,3060,1,0,2,8
3889038,GR1,2022,6676,6418,0,0,9,7
3889047,GR1,2022,265,605,1,0,1,6
3889072,GR1,2022,683,2441,0,0,3,2
3889554,RU1,2022,1083,2696,2,1,2,11
3890064,SC1,2022,465,1241,3,0,5,7
3890103,SC1,2022,43,1241,1,1,4,5
3890121,SC1,2022,1241,370,2,1,5,4
3890137,SC1,2022,1519,371,0,2,10,1
3890168,SC1,2022,371,2553,2,0,1,11
3890179,SC1,2022,370,43,3,0,4,3
3890199,SC1,2022,903,2553,2,0,4,10
3890210,SC1,2022,371,124,3,2,1,2
3897452,CIT,2022,410,2919,2,3,,
3902069,UKR1,2022,660,3592,1,0,7,14
3902078,UKR1,2022,3592,26459,0,1,15,5
3902089,UKR1,2022,49364,2740,0,1,14,12
3909923,RUP,2022,1124,2696,0,1,,
3909932,RUP,2022,121,1083,3,1,,
3909951,RUP,2022,932,49702,3,1,,
3911788,CL,2022,46,131,1,0,,
3911807,CL,2022,5,631,0,2,,
3913702,CL,2022,583,506,2,1,,
3925929,RU1,2022,2696,41231,2,0,10,7
3928811,GRP,2022,441,30120,0,2,,
3942776,GRP,2022,2441,2671,2,0,,
3944827,UKR1,2022,338,83678,3,0,3,7
3949453,DFB,2022,39,27,0,4,,
3949454,DFB,2022,23826,533,3,1,,
3953975,UKR1,2022,3592,60551,2,1,9,2
3963056,POCP,2022,3329,7179,0,0,,
3989543,CDR,2022,3368,3709,3,2,,
3999373,RU1,2022,49702,1186,0,3,13,16
4019302,CIT,2022,2239,430,0,2,,
4031348,UKR1,2022,49364,83678,2,1,7,13
4031349,UKR1,2022,61825,18303,1,1,15,5
4041601,CL,2022,294,46,0,2,,
4055286,RU1,2022,1124,3725,1,1,14,7
4056155,RU1,2022,3719,1186,4,2,15,16
4056347,RU1,2022,1186,3725,1,5,16,5
4056367,RU1,2022,232,2410,2,1,3,2
4056374,RU1,2022,232,49702,0,0,3,14
4056382,RU1,2022,932,1186,3,1,8,16
4056383,RU1,2022,3725,16704,2,2,5,6
4056386,RU1,2022,11127,41231,1,0,11,10
4066657,UKR1,2022,18303,338,1,5,5,4
4089538,DK1,2023,190,1177,1,3,2,5
4089567,DK1,2023,678,190,1,1,7,2
4092051,RU1,2023,121,16704,1,3,14,1
4092065,RU1,2023,964,121,2,3,7,6
4094614,FR1,2023,583,417,2,3,5,3
4094635,FR1,2023,1158,969,0,3,16,12
4094688,FR1,2023,273,1421,3,1,11,5
4094689,FR1,2023,1158,347,2,3,16,10
4094798,FR1,2023,1082,273,2,2,4,8
4094810,FR1,2023,969,583,2,6,14,1
4095175,GB1,2023,543,762,2,2,12,6
4095191,GB1,2023,873,29,2,3,13,17
4095225,GB1,2023,985,631,2,1,6,10
4095263,GB1,2023,985,405,3,2,7,4
4095298,GB1,2023,1148,281,1,3,15,1
4095336,GB1,2023,31,1031,4,1,1,18
4095406,GB1,2023,281,1031,5,1,1,18
4095425,GB1,2023,762,350,5,1,8,20
4095444,GB1,2023,931,281,0,4,14,1
4095459,GB1,2023,1031,931,2,4,18,13
4096000,L1,2023,80,24,1,1,13,9
4096005,L1,2023,89,533,0,2,10,5
4096021,L1,2023,27,60,3,0,3,9
4096028,L1,2023,167,105,1,2,15,11
4096056,L1,2023,105,80,1,2,15,14
4096067,L1,2023,89,167,1,1,17,10
4096078,L1,2023,39,60,0,1,17,8
4096092,L1,2023,2036,105,3,2,13,18
4096108,L1,2023,86,23826,1,1,13,4
4096112,L1,2023,23826,24,0,1,4,6
4096126,L1,2023,60,533,3,2,7,8
4096153,L1,2023,24,80,1,1,6,14
4096167,L1,2023,24,82,2,2,6,13
4096250,L1,2023,2036,39,1,1,10,16
4098000,NL1,2023,724,317,0,2,14,2
4098007,NL1,2023,317,234,2,1,3,4
4098051,NL1,2023,610,499,5,0,6,18
4098071,NL1,2023,1435,610,2,3,7,5
4098126,NL1,2023,499,468,1,4,18,9
4098143,NL1,2023,610,385,2,2,5,10
4098158,NL1,2023,234,798,4,0,2,16
4098181,NL1,2023,468,385,4,0,9,10
4098794,BE1,2023,54189,3948,2,3,11,1
4098820,BE1,2023,1184,2727,3,1,4,14
4098838,BE1,2023,54189,58,0,3,15,2
4098914,BE1,2023,968,1245,2,0,13,14
4098917,BE1,2023,157,1184,1,1,3,7
4098923,BE1,2023,58,157,1,0,2,5
4098950,BE1,2023,520,1096,1,3,7,4
4098954,BE1,2023,1245,1184,1,3,13,5
4098989,BE1,2023,157,520,1,2,6,5
4103477,IT1,2023,1005,398,2,1,7,13
4103485,IT1,2023,276,12,2,1,4,15
4103498,IT1,2023,12,5,1,2,18,2
4103507,IT1,2023,46,5,5,1,1,3
4103529,IT1,2023,398,416,2,0,14,10
4103586,IT1,2023,398,12,0,0,10,7
4103594,IT1,2023,1390,2919,1,1,17,9
4103608,IT1,2023,6195,46,0,3,5,1
4103610,IT1,2023,416,800,3,0,10,9
4103617,IT1,2023,46,410,4,0,1,17
4103638,IT1,2023,12,6195,2,0,6,7
4103644,IT1,2023,430,416,1,0,4,10
4103655,IT1,2023,46,276,2,1,1,18
4103692,IT1,2023,800,398,3,1,5,8
4103698,IT1,2023,6195,276,2,1,7,17
4103737,IT1,2023,398,5,0,1,9,3
4103740,IT1,2023,416,430,0,0,10,8
2928260,NLP,2017,403,306,2,1,,
2942841,FR1,2017,618,855,2,0,9,14
2942870,FR1,2017,1095,244,2,3,19,4
2942880,FR1,2017,618,1095,2,1,6,18
2958586,BE1,2017,1184,1245,1,1,9,16
2982773,RU1,2017,40426,2698,0,1,13,8
3047549,FR1,2018,583,1041,5,0,1,6
3047703,FR1,2018,162,855,0,2,19,20
3047830,FR1,2018,1162,1420,0,1,20,12
3047855,FR1,2018,244,995,1,2,6,12
3047877,FR1,2018,1160,162,1,0,8,17
3050322,GB1,2018,29,1010,2,2,7,12
3050358,GB1,2018,989,1010,3,3,12,8
3050491,GB1,2018,1003,989,2,0,8,12
3058530,L1,2018,38,39,0,1,18,10
3058636,L1,2018,167,16,2,1,15,1
3058639,L1,2018,27,82,6,0,1,7
3061057,NL1,2018,306,1268,1,1,11,10
3069567,PO1,2018,3349,2420,1,2,18,5
3069579,PO1,2018,2457,979,0,1,7,5
3069744,TR1,2018,11282,449,1,0,11,9
3069889,TR1,2018,3205,36,1,0,12,15
3070002,TR1,2018,10484,2293,1,1,13,7
3076651,UKR1,2018,338,23611,1,0,2,8
3077289,NL1,2018,1268,234,2,2,11,3
3079472,ES1,2018,131,1050,2,0,1,17
3079477,ES1,2018,12321,13,1,1,7,3
3080345,SC1,2018,511,2553,2,2,11,4
3080364,SC1,2018,124,511,4,0,2,11
3080926,IT1,2018,398,8970,1,0,16,19
3081226,IT1,2018,6195,398,2,1,2,6
3081247,IT1,2018,12,5,1,1,5,4
3081385,IT1,2018,12,506,2,0,6,1
3093423,RU1,2018,16704,932,2,1,4,8
3098028,CL,2018,16,2282,0,0,,
3099213,BE1,2018,2282,498,2,1,1,14
3099242,BE1,2018,3508,58,1,2,15,3
3100205,GR1,2018,4603,265,1,3,8,16
3110067,RU1,2018,2698,11127,1,0,5,10
3113756,GR1,2018,6418,6676,1,1,6,14
