game_id,competition_id,season,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position
2321027,L1,2013,33,41,3,3,8,9
2321033,L1,2013,23,86,0,1,13,7
2321044,L1,2013,16,23,2,1,1,15
2321060,L1,2013,23,24,0,2,18,11
2321072,L1,2013,16,41,6,2,1,15
2321079,L1,2013,23,4,1,1,18,16
2321086,L1,2013,4,16,1,1,15,1
2321152,L1,2013,44,33,0,2,7,6
2321205,L1,2013,41,39,2,3,14,9
2321233,L1,2013,41,44,0,3,17,7
2321307,L1,2013,16,82,2,1,2,6
2321330,L1,2013,167,44,0,0,8,10
2321335,L1,2013,33,18,0,1,3,6
2323730,RU1,2013,121,12438,2,2,5,10
2323731,RU1,2013,16704,964,1,2,15,3
2329782,BE1,2013,1411,3508,1,1,16,4
2330874,FR1,2013,618,595,2,2,6,8
2330880,FR1,2013,14171,855,1,2,16,10
2330916,FR1,2013,1423,1082,0,1,18,2
2330980,FR1,2013,1421,1147,4,1,7,20
2331006,FR1,2013,855,583,1,1,14,1
2331018,FR1,2013,273,14171,0,0,15,17
2331034,FR1,2013,1147,273,3,1,20,15
2331082,FR1,2013,855,14171,0,1,14,17
2331094,FR1,2013,244,417,0,1,6,12
2331101,FR1,2013,40,1041,1,2,8,5
2331107,FR1,2013,750,244,1,1,19,6
2331110,FR1,2013,417,583,0,1,11,1
2331123,FR1,2013,1423,995,2,6,19,11
2331135,FR1,2013,1423,1041,1,2,18,5
2331162,FR1,2013,162,855,1,1,2,16
2332021,GB1,2013,984,3008,1,1,16,12
2332050,GB1,2013,289,631,3,4,20,2
2332053,GB1,2013,379,931,3,0,15,18
2332074,GB1,2013,1123,873,1,0,14,20
2332184,GB1,2013,762,29,0,3,8,6
2332234,GB1,2013,405,984,4,3,10,15
2332235,GB1,2013,873,3008,1,0,14,13
2332259,GB1,2013,29,281,2,3,5,1
2332288,GB1,2013,405,180,0,0,15,8
2334909,SC1,2013,465,2451,0,0,8,2
2334939,SC1,2013,43,465,0,2,12,10
2334986,SC1,2013,465,43,1,1,8,12
2335021,SC1,2013,2759,370,1,1,9,3
2335072,RU1,2013,121,232,1,4,11,1
2335158,RU1,2013,2700,232,0,1,16,3
2335181,RU1,2013,1083,2410,0,0,8,4
2335202,RU1,2013,1083,232,0,1,10,3
2335209,RU1,2013,121,2410,4,2,4,5
2335225,RU1,2013,2698,232,2,1,10,5
2335226,RU1,2013,932,3725,2,1,2,12
2335237,RU1,2013,932,2700,0,0,2,16
2335245,RU1,2013,2700,121,4,0,16,4
2335248,RU1,2013,3725,1083,3,0,11,8
2335264,RU1,2013,2698,12438,3,1,9,13
2335276,RU1,2013,4128,2410,1,3,8,3
2335296,RU1,2013,2700,2696,0,1,16,14
2335657,UKR1,2013,6414,4482,4,0,2,14
2335661,UKR1,2013,10690,6414,2,2,4,2
2335681,UKR1,2013,6994,339,2,3,12,2
2335714,UKR1,2013,2227,6994,3,1,15,12
2335726,UKR1,2013,338,2783,9,1,6,11
2335761,UKR1,2013,2783,2740,4,1,8,6
2335773,UKR1,2013,6994,2740,0,1,14,8
2335778,UKR1,2013,2227,2783,0,1,15,7
2335782,UKR1,2013,6994,6414,0,3,14,3
2335794,UKR1,2013,6994,660,0,3,15,1
2335817,UKR1,2013,16245,6414,0,2,9,3
2335835,UKR1,2013,6414,660,2,4,3,1
2340228,PO1,2013,68608,4750,2,0,11,13
2340276,PO1,2013,2424,4750,1,1,7,12
2340284,PO1,2013,4750,1085,2,1,15,12
2340365,PO1,2013,1085,4750,3,1,7,15
2340384,PO1,2013,294,1085,1,1,1,8
2340421,PO1,2013,2420,982,1,2,6,4
2341079,ES1,2013,621,940,3,2,5,9
2341123,ES1,2013,1049,16795,2,1,7,13
2341144,ES1,2013,940,3368,0,1,19,9
2341200,ES1,2013,1049,3368,2,0,8,13
2341227,ES1,2013,13,3709,7,0,2,7
2341237,ES1,2013,1050,1084,1,1,5,15
2341319,ES1,2013,1050,621,1,1,6,4
2341332,ES1,2013,16795,131,1,0,14,3
2342346,NL1,2013,306,499,2,3,8,6
2342374,NL1,2013,1268,133,3,0,15,16
2342439,NL1,2013,499,1090,0,2,3,6
2342460,NL1,2013,1268,234,3,2,16,4
2342472,NL1,2013,133,1090,0,0,11,7
2342483,NL1,2013,202,499,3,1,9,5
2342484,NL1,2013,1268,1269,1,1,15,9
2342495,NL1,2013,1090,1304,4,0,7,13
2342552,NL1,2013,202,1304,3,1,7,14
2342556,NL1,2013,1090,234,1,1,8,2
2342576,NL1,2013,499,1304,3,1,4,16
2345736,SC1,2013,2553,2578,0,0,7,5
2346082,TR1,2013,2293,20,0,1,12,9
2346086,TR1,2013,2381,6894,2,0,6,17
2346094,TR1,2013,126,19771,0,0,9,8
2346098,TR1,2013,10484,524,3,0,2,16
2346109,TR1,2013,20,10484,1,1,11,2
2346125,TR1,2013,19771,2293,2,1,9,13
2346137,TR1,2013,449,20,2,2,7,9
2346171,TR1,2013,20,825,3,1,8,7
2346184,TR1,2013,10484,2293,1,3,7,11
2346196,TR1,2013,825,2381,2,2,6,4
2346220,TR1,2013,524,3205,2,1,11,18
2346258,TR1,2013,6894,2381,1,1,17,6
2346325,TR1,2013,6894,2292,3,0,15,17
2346337,TR1,2013,10484,20,1,1,7,11
2346351,TR1,2013,1506,825,0,0,7,11
2351889,GR1,2013,2672,7185,2,2,8,11
2351910,GR1,2013,6676,28956,2,0,3,4
2351928,GR1,2013,683,128,4,0,1,14
2351969,GR1,2013,5220,6676,0,1,8,5
2353758,FR1,2013,1041,417,4,0,1,20
2359334,IT1,2013,410,430,1,0,11,5
2359425,IT1,2013,430,800,2,0,4,13
2359504,IT1,2013,46,410,0,0,5,14
2359532,IT1,2013,410,506,0,2,14,1
2359539,IT1,2013,5,1210,3,0,7,19
2360139,POCP,2013,2423,7179,2,1,,
2367096,CL,2013,6195,16,2,1,,
2367237,EL,2013,339,430,1,2,,
2367648,UKRP,2013,16247,6994,1,2,,
2368466,CL,2013,371,5,0,3,,
2368481,CL,2013,683,58,3,1,,
2371144,RU1,2013,12438,4128,0,2,11,6
2382254,CDR,2013,331,1084,1,1,,
2382266,CDR,2013,621,940,4,0,,
2384520,CL,2013,141,506,1,0,,
2385041,CL,2013,141,631,1,1,,
2422830,GR1,2013,265,21957,1,0,4,16
2423328,CIT,2013,12,6195,3,2,,
2423714,GR1,2013,605,128,1,1,18,9
2423718,GR1,2013,441,3060,2,3,16,3
2423908,FAC,2013,281,631,2,0,,
2423919,GR1,2013,128,2671,0,3,11,8
2428055,GR1,2013,2671,2079,0,1,9,17
2428286,GRP,2013,683,3060,0,0,,
2437594,EL,2013,1090,2700,1,0,,
2446415,FAC,2013,3008,350,5,3,,
2449818,GR1,2013,605,5220,0,2,18,9
2452013,NL1,2013,1304,610,1,1,14,1
2452114,GR1,2013,605,2671,0,0,18,10
2453103,UKR1,2013,6993,338,0,2,11,4
2453110,UKR1,2013,660,4482,2,0,1,13
2459587,NL1,2014,306,1455,1,2,12,6
2459599,NL1,2014,499,133,2,2,13,10
2459665,NL1,2014,1435,1269,3,2,12,4
2459667,NL1,2014,1268,1455,2,0,14,17
2459671,NL1,2014,133,234,0,1,6,3
2459673,NL1,2014,1090,202,2,2,9,10
2459707,NL1,2014,133,1090,0,2,8,4
2459717,NL1,2014,1269,1268,3,1,5,16
2459737,NL1,2014,798,610,0,2,13,2
2459759,NL1,2014,1455,306,0,0,18,6
2459789,NL1,2014,133,306,2,1,8,6
2459814,NL1,2014,1268,306,0,1,14,7
2459820,NL1,2014,499,1090,3,1,5,4
2459836,NL1,2014,202,317,2,2,10,11
2459866,NL1,2014,306,403,1,1,6,10
2459872,NL1,2014,202,234,1,1,8,3
2459875,NL1,2014,234,499,1,4,3,5
2460684,L1,2014,18,39,1,1,3,6
2460692,L1,2014,42,18,0,3,10,2
2460707,L1,2014,27,16,2,1,1,17
2460716,L1,2014,16,18,1,0,15,3
2460728,L1,2014,39,60,2,2,9,14
2460737,L1,2014,167,41,3,1,4,17
2460815,L1,2014,33,86,1,1,4,8
2460817,L1,2014,39,24,3,1,11,9
2460832,L1,2014,24,41,2,1,8,15
2460855,L1,2014,60,167,2,0,15,6
2460858,L1,2014,3,86,1,1,12,9
2460866,L1,2014,86,39,0,0,9,12
2460870,L1,2014,33,60,0,0,5,14
2460880,L1,2014,82,33,1,1,2,5
2460884,L1,2014,86,41,1,0,7,18
2460902,L1,2014,44,18,1,2,13,3
2460908,L1,2014,42,86,1,1,16,8
2460912,L1,2014,3,33,2,0,10,6
2464773,PO1,2014,2424,2420,1,3,13,3
2464800,PO1,2014,1085,294,0,5,13,3
2466873,PO1,2014,1085,2420,0,1,12,3
2469542,PO1,2014,8024,3327,0,1,15,17
2469870,BE1,2014,968,498,1,0,7,10
2469934,TR1,2014,36,1506,3,2,2,13
2469958,TR1,2014,2293,6894,1,1,9,14
2470015,TR1,2014,141,449,0,3,3,6
2470026,TR1,2014,6894,20698,4,0,13,18
2470067,TR1,2014,20,19771,3,1,5,11
2470093,TR1,2014,36,449,0,0,2,6
2470256,TR1,2014,126,825,3,0,15,14
2470267,TR1,2014,126,2381,2,1,14,15
2470330,TR1,2014,6890,2381,2,1,4,14
2475231,ES1,2014,993,714,0,0,20,11
2475289,ES1,2014,1084,1533,2,1,6,10
2475461,ES1,2014,993,13,0,2,20,3
2475483,ES1,2014,3709,1050,1,1,13,6
2478441,CLQ,2014,190,339,2,0,,
2478601,IT1,2014,276,458,2,1,6,13
2478611,IT1,2014,252,398,1,0,10,12
2478612,IT1,2014,5,506,0,1,4,2
2478614,IT1,2014,12,1390,2,0,1,17
2478654,IT1,2014,458,1429,2,1,15,16
2478700,IT1,2014,252,458,1,1,5,13
2478764,IT1,2014,12,398,2,2,2,3
2478778,IT1,2014,276,800,1,0,14,15
2478786,IT1,2014,46,416,0,1,10,13
2478808,IT1,2014,416,1390,1,1,9,18
2478822,IT1,2014,1390,46,1,2,18,8
2478853,IT1,2014,430,5,2,1,6,11
2478858,IT1,2014,6195,800,1,1,5,17
2478917,IT1,2014,458,416,2,2,11,8
2478949,IT1,2014,1429,1390,0,1,19,18
2479880,BE1,2014,1184,498,0,0,14,8
2480900,UKR1,2014,660,6993,3,0,1,11
2481034,SC1,2014,2999,2759,4,0,2,12
2481057,SC1,2014,371,2999,0,1,3,1
2482117,FR1,2014,826,855,0,1,18,13
2482207,FR1,2014,14171,995,0,2,19,5
2482239,FR1,2014,244,40,3,1,1,5
2482243,FR1,2014,995,618,0,0,4,6
2482255,FR1,2014,595,14171,1,2,20,14
2482257,FR1,2014,1082,583,1,1,12,2
2482268,FR1,2014,826,1082,1,1,18,12
2482337,FR1,2014,969,1082,1,2,7,11
2482365,FR1,2014,1158,595,2,0,17,14
2482373,FR1,2014,826,273,0,1,19,10
2482427,FR1,2014,855,14171,1,1,12,17
2482431,FR1,2014,595,1421,1,2,16,14
2482464,FR1,2014,14171,1421,2,3,18,17
2483467,ELQ,2014,1083,449,0,0,,
2486396,BE1,2014,968,58,2,2,4,1
2486505,GB1,2014,984,29,0,2,19,11
2486531,GB1,2014,31,984,2,1,9,14
2486545,GB1,2014,180,289,8,0,3,17
2486586,GB1,2014,873,31,3,1,15,12
2486630,GB1,2014,3008,2288,0,1,19,8
2486684,GB1,2014,762,180,1,2,11,3
2486688,GB1,2014,379,3008,3,0,7,18
2486706,GB1,2014,2288,289,1,1,9,14
2486810,GB1,2014,631,873,1,0,1,12
2486837,GB1,2014,984,631,3,0,13,1
2487345,RU1,2014,28095,232,1,2,13,3
2488221,PO1,2014,68608,982,3,1,3,14
2489336,RU1,2014,11127,3725,0,1,15,4
2489355,GR1,2014,653,6418,1,0,18,13
2489362,GR1,2014,2672,265,1,1,9,16
2490853,CL,2014,610,583,1,1,,
2490888,PO1,2014,2420,68608,0,1,5,6
2492360,EL,2014,339,46,0,1,,
2492457,EL,2014,498,6414,1,0,,
2494375,GR1,2014,6418,7185,3,1,14,13
2494410,GR1,2014,265,2079,2,1,4,7
2494415,GR1,2014,6676,265,1,1,3,4
2494418,GR1,2014,653,2672,0,2,18,11
2494438,GR1,2014,7185,6676,1,1,15,3
2494479,GR1,2014,683,6418,2,0,1,5
2494482,GR1,2014,2671,7185,2,2,8,14
2495311,CL,2014,12,27,1,7,,
2495365,CL,2014,16,58,1,1,,
2501174,GRP,2014,3062,441,1,1,,
2503788,BE1,2014,354,520,1,1,9,15
2505042,SC1,2014,2759,1519,2,3,12,3
2505095,SC1,2014,2759,371,0,1,12,1
2505105,SC1,2014,2999,370,0,3,5,2
2506730,RU1,2014,4128,1083,2,0,10,15
2508369,UKRP,2014,660,6414,1,0,,
2508370,UKRP,2014,338,10690,2,0,,
2508543,UKR1,2014,6414,10690,4,2,4,7
2512781,BE1,2014,58,2861,3,0,2,9
2512952,UKR1,2014,6414,2783,1,0,4,11
2517459,UKR1,2014,339,6993,1,0,3,14
2518523,CDR,2014,1084,3368,2,0,,
2518602,GR1,2014,7185,5572,3,0,12,18
2518620,GR1,2014,2672,28956,3,0,,
2524026,NLP,2014,202,499,4,0,,
2524758,POCP,2014,2420,68608,2,0,,
2527973,CDR,2014,621,1084,1,0,,
2527982,GRP,2014,128,265,1,1,,
2527985,GRP,2014,441,2672,1,1,,
2529639,SC1,2014,511,370,1,1,7,2
2530793,BE1,2014,1184,29228,2,0,5,13
2530797,BE1,2014,3508,968,1,3,10,11
2530956,NLP,2014,202,798,3,0,,
2531139,EL,2014,338,855,3,1,,
2532529,DK1,2014,1177,5724,0,2,12,4
2538960,EL,2014,6195,121,3,1,,
2547044,GRP,2014,683,441,1,1,,
2547387,EL,2014,430,338,2,0,,
2550036,RU1,2014,121,932,2,2,5,7
2551355,DFB,2014,27,16,1,3,,
2558361,UKR1,2014,23611,4482,1,3,7,9
2558366,UKR1,2014,10690,2740,1,1,5,4
2559111,RU1,2014,4128,2439,1,0,11,10
2577883,GB1,2015,2288,762,2,0,6,15
2577939,GB1,2015,989,1003,1,1,11,3
2577948,GB1,2015,631,873,1,2,13,2
2577961,GB1,2015,31,405,3,2,9,18
2577967,GB1,2015,762,631,2,2,19,14
2577973,GB1,2015,2288,29,0,0,7,6
2578028,GB1,2015,2288,989,2,2,14,19
2578031,GB1,2015,1003,985,1,1,2,3
2578063,GB1,2015,873,180,1,0,6,12
2578069,GB1,2015,1123,29,1,1,18,10
2578070,GB1,2015,631,289,3,1,15,19
2578079,GB1,2015,762,405,1,1,17,20
2578084,GB1,2015,631,984,2,2,14,13
2578095,GB1,2015,405,1003,1,1,20,2
2578190,GB1,2015,631,379,2,2,10,4
2578211,GB1,2015,289,1003,0,2,18,1
2578234,GB1,2015,989,631,1,4,14,9
2578261,GB1,2015,405,762,0,0,20,18
2578264,GB1,2015,631,1003,1,1,10,1
2578267,GB1,2015,29,1123,3,0,11,19
2579881,SC1,2015,2553,511,0,4,11,1
2579898,SC1,2015,2999,1519,4,0,5,12
2579923,SC1,2015,43,370,1,3,3,1
2579934,SC1,2015,2999,371,1,2,4,2
2579935,SC1,2015,43,2553,1,1,3,10
2579953,SC1,2015,2451,511,1,1,9,7
2579956,SC1,2015,370,1519,2,0,3,12
2581153,L1,2015,105,42,2,2,10,9
2581154,L1,2015,39,4795,0,1,13,8
2581175,L1,2015,18,39,1,2,18,8
2581185,L1,2015,82,33,3,0,3,9
2581204,DK1,2015,190,5724,3,0,2,11
2581321,DK1,2015,206,5724,1,0,5,7
2581327,DK1,2015,206,3426,0,0,4,11
2581357,DK1,2015,3426,173,0,2,10,6
2581364,DK1,2015,865,678,1,1,4,10
2581394,DK1,2015,206,5817,1,2,4,2
2581637,L1,2015,167,42,2,0,14,16
2581647,L1,2015,44,3,2,0,5,7
2581666,L1,2015,27,16,5,1,1,2
2581674,L1,2015,105,39,2,3,10,8
2581704,L1,2015,86,16,1,3,16,2
2581720,L1,2015,533,24,0,0,17,12
2581755,L1,2015,82,16,1,2,5,2
2581807,L1,2015,27,533,2,0,1,17
2581845,L1,2015,41,18,3,2,11,7
2581909,L1,2015,24,4795,1,1,16,9
2581959,L1,2015,4795,18,1,0,9,5
2581993,L1,2015,42,533,1,0,18,14
2582798,RU1,2015,2700,2696,0,1,13,5
2585998,UKR1,2015,6996,339,1,1,13,7
2586581,PO1,2015,68608,2425,3,3,9,8
2586769,FR1,2015,995,855,1,0,7,18
2586780,FR1,2015,855,1041,0,1,19,8
2586789,FR1,2015,995,1421,1,0,4,7
2586807,FR1,2015,1158,1420,3,1,17,7
2586808,FR1,2015,995,273,0,2,10,2
2586811,FR1,2015,969,618,1,2,19,4
2586992,FR1,2015,1158,1095,4,1,7,20
2586999,FR1,2015,1421,3558,1,2,14,18
2588978,NL1,2015,499,610,1,3,5,1
2589001,NL1,2015,610,133,5,1,1,16
2589054,NL1,2015,1304,642,2,1,4,18
2589061,NL1,2015,1268,133,2,1,11,17
2589070,NL1,2015,234,306,1,2,3,11
2589073,NL1,2015,1269,202,1,3,10,9
2589138,NL1,2015,133,192,0,1,18,14
2589144,NL1,2015,642,133,2,2,17,18
2589175,NL1,2015,317,798,2,0,13,16
2589247,TR1,2015,524,10484,0,3,18,2
2590399,TR1,2015,589,820,3,1,2,17
2590623,TR1,2015,126,20,2,3,8,12
2593996,TR1,2015,6890,449,1,0,4,12
2594032,TR1,2015,10484,2293,2,1,6,7
2594042,TR1,2015,449,589,3,0,8,11
2594053,TR1,2015,3205,141,1,1,13,3
2594474,ES1,2015,3368,940,1,2,16,2
2594494,ES1,2015,1084,1533,0,0,16,5
2594504,ES1,2015,1533,13,0,2,6,5
2594548,ES1,2015,897,621,2,2,6,14
2594557,ES1,2015,1084,897,2,0,15,6
2594627,ES1,2015,714,472,1,0,11,19
2594634,ES1,2015,1533,2448,2,0,9,17
2594656,ES1,2015,131,16795,4,0,1,17
2594659,ES1,2015,940,13,0,2,5,2
2594733,ES1,2015,472,3709,4,0,15,18
2594766,ES1,2015,897,3368,2,1,10,20
2594797,ES1,2015,940,150,1,1,6,14
2594808,ES1,2015,16795,3368,5,1,17,20
2597437,UKR1,2015,10690,338,0,0,3,1
2598839,UKR1,2015,6994,23611,0,3,12,10
2600607,FR1,2015,1082,618,1,0,18,7
2600609,FR1,2015,1158,417,0,0,9,5
2600618,FR1,2015,1041,1420,0,2,5,2
2600634,FR1,2015,618,1420,1,0,6,3
2600638,FR1,2015,1158,995,0,0,8,13
2601715,UKR1,2015,2740,10690,0,2,5,3
2602660,UKR1,2015,10690,660,1,7,3,1
2603935,UKR1,2015,6996,6414,1,0,13,10
2603995,IT1,2015,430,252,1,0,8,11
2604000,IT1,2015,398,410,2,0,9,13
2604004,IT1,2015,800,276,1,1,12,15
2604037,IT1,2015,430,800,3,0,1,10
2604044,IT1,2015,800,4102,3,0,8,19
2604059,IT1,2015,398,416,3,0,5,8
2604143,IT1,2015,416,410,0,1,10,13
2604151,IT1,2015,458,430,1,3,16,2
2604253,IT1,2015,8970,410,2,0,18,16
2604275,IT1,2015,252,8970,4,0,10,19
2604292,IT1,2015,458,398,0,3,18,8
2604311,IT1,2015,506,398,3,0,1,9
2604355,CLQ,2015,36,660,0,0,,
2606541,TR1,2015,20,10484,4,1,9,8
2608172,RU1,2015,2439,2698,0,1,14,15
2609369,PO1,2015,982,1085,1,1,12,11
2609401,PO1,2015,294,2503,2,0,4,14
2609665,FR1,2015,244,855,0,0,11,19
2609676,FR1,2015,417,1420,2,1,4,3
2609692,FR1,2015,1095,995,0,1,20,9
2609730,FR1,2015,1420,969,2,3,9,15
2609758,FR1,2015,1162,162,2,2,6,2
2609764,FR1,2015,995,1420,2,0,6,12
2609794,FR1,2015,969,1041,0,2,16,2
2609825,FR1,2015,995,417,1,0,9,5
2609846,FR1,2015,583,995,4,0,1,14
2611253,TR1,2015,449,6890,1,1,10,4
2611255,TR1,2015,141,126,1,1,6,14
2611284,TR1,2015,6890,36,2,1,4,2
2613535,PO1,2015,2503,1085,4,0,17,9
2613589,PO1,2015,2503,2425,1,2,16,5
2613693,PO1,2015,2420,979,4,1,9,13
2618544,CL,2015,12,131,1,1,,
2618565,CL,2015,660,583,0,3,,
2618567,CL,2015,985,82,2,1,,
2618751,EL,2015,2698,40,0,0,,
2618813,EL,2015,865,2282,1,1,,
2619438,UKRP,2015,23611,339,0,2,,
2620456,RU1,2015,2700,28095,1,1,15,16
2626453,GR1,2015,28956,6418,5,1,12,6
2626461,GR1,2015,7185,2672,1,3,16,5
2626463,GR1,2015,128,265,0,1,12,2
2627296,GRP,2015,6418,169,1,2,,
2627510,NLP,2015,202,317,2,1,,
2627512,NLP,2015,1304,499,4,1,,
2629969,RU1,2015,3725,2698,2,1,6,15
2629976,RU1,2015,2696,3725,0,2,9,6
2631245,GR1,2015,2441,6676,0,1,5,4
2631260,GR1,2015,21957,2079,0,0,7,10
2631270,GR1,2015,2441,28956,3,0,2,15
2634102,UKR1,2015,6414,338,1,4,10,1
2635619,RUP,2015,2439,232,1,0,,
2636826,DFB,2015,167,16,0,2,,
2640902,BE1,2015,58,2727,3,2,4,15
2640906,BE1,2015,2727,968,5,1,15,16
2645540,SC1,2015,2759,2553,3,2,5,11
2645544,SC1,2015,43,1519,3,2,3,12
2645551,SC1,2015,2578,370,3,4,4,2
2646005,EL,2015,36,932,2,0,,
2646163,FAC,2015,180,873,1,2,,
2646171,FAC,2015,1123,281,0,3,,
2646285,SC1,2015,2553,511,0,0,11,6
2646308,SC1,2015,43,2578,0,3,3,4
2648078,GRP,2015,265,2671,0,1,,
2650358,GR1,2015,2441,128,2,1,3,13
2654329,RU1,2015,2410,232,1,0,1,7
2658011,GR1,2015,265,3060,2,0,3,14
2658060,GR1,2015,2672,2441,3,0,10,3
2666788,FAC,2015,29,631,2,0,,
2673431,DKP,2015,678,1053,2,2,,
2674394,RU1,2015,232,2439,2,2,7,13
2675294,CL,2015,27,294,1,0,,
2675295,CL,2015,131,13,2,1,,
2679792,UKRP,2015,660,18303,2,0,,
2683483,RU1,2015,2700,964,0,1,16,3
2683494,RU1,2015,3725,4128,2,0,7,11
2683507,RU1,2015,28095,232,3,1,12,6
2683509,RU1,2015,11127,2439,2,0,8,13
2684201,DFB,2015,27,16,4,3,,
2684830,SC1,2015,371,2759,1,1,1,7
2685107,FAC,2015,873,985,1,2,,
2697564,DK1,2016,5724,190,2,2,2,1
2697595,DK1,2016,1177,1053,5,3,12,5
2697636,DK1,2016,865,173,1,0,3,12
2697998,GB1,2016,985,180,2,0,2,16
2698200,GB1,2016,631,984,1,0,1,8
2698260,GB1,2016,379,873,3,0,12,17
2698268,GB1,2016,2288,379,1,4,19,11
2698302,GB1,2016,29,281,4,0,7,5
2698321,GB1,2016,31,29,3,1,3,7
2698411,GB1,2016,631,873,1,2,1,16
2698556,FR1,2016,162,855,2,2,9,10
2700632,NL1,2016,1090,306,2,2,8,7
2700668,NL1,2016,202,468,1,1,17,9
2700688,NL1,2016,234,192,5,0,1,17
2700696,NL1,2016,1304,317,1,1,13,7
2700697,NL1,2016,468,1090,1,1,8,5
2700710,NL1,2016,192,1268,1,1,18,10
2700809,NL1,2016,403,1304,1,3,12,11
2700824,NL1,2016,192,1435,1,0,14,16
2700826,NL1,2016,403,1090,1,1,11,5
2700921,NL1,2016,468,317,1,0,16,7
2700922,NL1,2016,1269,306,2,1,13,8
2700923,NL1,2016,1268,798,4,1,11,12
2701606,FR1,2016,1420,417,0,1,17,3
2701616,FR1,2016,2969,1041,4,2,15,1
2701629,FR1,2016,855,969,1,1,5,13
2701671,FR1,2016,618,2969,1,1,9,17
2702724,FR1,2016,995,273,1,2,14,6
2702736,FR1,2016,244,40,0,0,10,9
2702786,FR1,2016,595,40,1,1,18,5
2704223,L1,2016,33,27,0,2,17,1
2704228,L1,2016,105,24,1,0,12,9
2704234,L1,2016,44,33,2,0,2,17
2704236,L1,2016,41,23826,0,4,16,3
2704242,L1,2016,33,3,1,3,17,2
2704245,L1,2016,86,39,1,2,18,7
2704306,L1,2016,39,4795,2,0,9,17
2704321,L1,2016,23826,39,3,1,2,10
2704365,L1,2016,86,4795,2,1,14,18
2704430,L1,2016,41,167,1,0,16,13
2704431,L1,2016,4795,23826,1,0,17,2
2704486,L1,2016,60,44,2,1,8,6
2704513,L1,2016,60,3,2,1,8,7
2704611,L1,2016,86,33,3,0,11,12
2704648,L1,2016,533,18,5,3,3,9
2705350,BE1,2016,3508,1245,3,0,1,16
2705369,BE1,2016,2282,498,1,0,4,11
2707839,SC1,2016,2999,2553,1,2,10,7
2712629,UKR1,2016,10690,23611,3,0,3,8
2716659,UKR1,2016,18303,10690,0,1,8,3
2716694,FR1,2016,1159,595,1,0,12,19
2718711,ES1,2016,131,150,6,2,1,20
2718720,ES1,2016,714,1084,2,2,14,10
2718732,ES1,2016,16795,1533,1,2,18,6
2718772,ES1,2016,1084,621,2,1,14,6
2718798,ES1,2016,472,940,3,3,10,9
2718810,ES1,2016,714,621,0,0,13,7
2718816,ES1,2016,16795,897,1,1,20,16
2718846,ES1,2016,1049,1084,2,2,17,11
2718882,ES1,2016,131,472,5,0,3,10
2718906,ES1,2016,331,1084,1,1,19,15
2718946,ES1,2016,13,131,1,2,4,2
2718988,ES1,2016,940,472,3,1,10,12
2719006,ES1,2016,897,16795,0,0,16,19
2719020,ES1,2016,1108,1050,2,1,11,5
2719027,ES1,2016,16795,940,0,3,19,10
2719048,ES1,2016,940,621,0,3,11,6
2719070,ES1,2016,150,13,1,1,15,3
2720729,TR1,2016,6890,36,1,0,7,13
2720763,PO1,2016,3349,979,0,3,11,3
2720812,PO1,2016,68608,294,0,2,13,1
2720848,PO1,2016,979,982,3,1,15,18
2720864,PO1,2016,982,7179,3,2,15,18
2720958,PO1,2016,979,2503,0,0,16,10
2720980,PO1,2016,2420,2425,3,0,5,7
2721034,PO1,2016,7179,1085,2,1,17,11
2722643,TR1,2016,2944,36,1,1,6,9
2722648,TR1,2016,820,141,0,1,7,3
2722671,TR1,2016,10484,11282,2,1,10,16
2722698,TR1,2016,820,449,0,0,9,14
2722720,TR1,2016,2944,141,2,2,7,3
2722745,TR1,2016,1506,19771,1,0,11,13
2722753,TR1,2016,1506,141,2,1,10,3
2722887,TR1,2016,10484,589,0,3,9,5
2722896,TR1,2016,820,10484,1,0,8,9
2725245,ELQ,2016,2671,1090,1,2,,
2725298,ELQ,2016,206,44,3,1,,
2725424,RU1,2016,11127,28095,2,0,3,14
2726503,IT1,2016,1390,800,3,0,15,18
2726568,IT1,2016,398,1390,4,1,5,15
2726655,IT1,2016,252,12,0,1,12,2
2726693,IT1,2016,800,1390,2,0,6,15
2726783,IT1,2016,12,800,1,1,2,5
2726790,IT1,2016,46,5,2,2,7,6
2726795,IT1,2016,1038,4083,1,2,10,18
2726826,IT1,2016,12,506,3,1,2,1
2728529,SC1,2016,124,2578,1,1,5,4
2728564,SC1,2016,124,370,2,1,3,2
2728640,SC1,2016,2578,511,2,0,5,8
2728646,SC1,2016,124,2999,4,0,3,12
2728658,SC1,2016,2451,2578,0,3,12,4
2728661,SC1,2016,371,2553,3,1,1,7
2731806,UKR1,2016,660,16247,2,0,1,9
2731832,UKR1,2016,23611,2740,3,2,5,7
2732137,BE1,2016,58,1245,4,0,3,13
2732202,BE1,2016,2282,1184,1,1,4,9
2732250,BE1,2016,157,1245,0,1,8,13
2732251,BE1,2016,498,2282,1,0,11,1
2733820,GR1,2016,169,2671,1,1,5,6
2735622,FR1,2016,417,583,3,1,3,2
2750721,UKRP,2016,4482,23611,2,1,,
2754918,CL,2016,371,18,0,2,,
2758371,RU1,2016,16704,1083,2,1,5,7
2758706,EL,2016,2944,1050,2,2,,
2758745,EL,2016,180,46,2,1,,
2764362,GR1,2016,265,128,1,2,3,11
2764366,GR1,2016,4603,2441,1,2,10,7
